crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28
59,6,0.125,0.453449841058554,pmg,D2,0,-0.0103912379813638,-0.0759391180781717,0.11460875837901,-0.29244547112562,-0.135391244572497,0.140567229062545,-0.212496159545192,-0.333369495441463,-0.337496153995815,-0.116863141291419,0.412503843760181,0.316149559305224,-0.462496158719173,0.0996432069276587,-0.26039124122515,0.357073581941247,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
60,6,0.125,0.453449841058551,cmm,D2,1,-0.0413589465,-0.0147101627,-0.418506837731453,-0.235244548843611,-0.0435068389076464,-0.451750899276142,-0.293506838764323,-0.0187381973011747,0.081493162268547,-0.235244549009109,0.331493162268547,-0.235244550664711,-0.418506839802219,0.197768153045705,-0.168506837731453,-0.235244547650957,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
61,5,0.123855097915072,0.445181390837606,cm,D1,0,-0.378315978872452,0.214103457487548,0.121684021127503,-0.157141682287556,-0.390905278078701,-0.0332866204535537,0.109094721921243,0.0902483956535456,0.134272257895331,-0.404531814292222,-0.403494223909185,-0.28067671637715,0.0965057760907837,0.337638491577143,-0.118017546274524,0.461493589492243,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
62,6,0.123717914826348,0.444195762669604,cmm,D2,1,0.3965816166,-0.1901650383,-0.367894768240044,-0.313882953552697,0.132105231798031,0.304706620579045,-0.367894768239518,-0.0664471239,0.132105231134957,-0.190165038726348,0.13210523112488,-0.437600868379045,0.132105231123729,0.0572707909263485,-0.367894768202033,0.180988705752697,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
63,5,0.118271575481976,0.405947612995313,cmm,D2,0,-0.0657338617245997,-0.422716669005281,0.0659945627934985,0.0102960328875001,0.30253771375745,0.0102960328874999,-0.0657338617245997,0.443308734780281,0.0659945627925866,-0.226247118076453,0.302537713756539,0.246839183851453,0.0659945627925868,0.246839183851453,0.302537713756539,-0.226247118076453,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
64,5,0.115111555315518,0.38454491399788,cmm,D2,0,0.0097807887744647,-0.503769550538187,-0.261716027674064,0.334167140647184,0.443320945772616,-0.176723807697429,0.304743815326515,0.0071213978042494,0.281277689380253,0.39034525046067,0.081898627035494,0.505456805776176,0.166166134064741,0.190966188115915,-0.0332129282800185,0.306077743431421,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
65,6,0.113504161265162,0.373880483507813,cmm,D2,0,-0.295846830233739,-0.402007970211311,0.204153169766614,-0.402007970202083,-0.364094963902061,-0.185501686817912,0.272401303554549,-0.185501686846388,0.27240130355443,0.247511150217507,-0.364094963901944,0.247511150189031,-0.432342668953762,0.031004731685578,0.340649008515913,0.031004731685578,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
66,4,0.112004618869898,0.364066813906963,p3m1,D3,1,0.1853839474,-0.0982384098,-0.320123337016092,-0.277882237023479,-0.126125646448672,0.0581316195852018,0.485878972421999,0.0581316195885685,0.179876662986045,0.364133929021164,0.0678720441156166,0.170136238456419,0.291881281855412,0.170136238455807,-0.320123337014309,-0.0538729992836826,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0
67,5,0.109637631717732,0.348841800630871,cmm,D2,1,-0.3996624064,-0.2817937124,0.0390057028775939,0.0037625988705419,0.205672389265263,0.146254201441523,-0.460994297122406,0.146254201441521,-0.294327610734737,0.0037625988705402,-0.127660953928571,-0.358004301736188,-0.127660953928571,-0.138729038300724,0.372339046071429,0.288745838612787,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
68,7,0.108253175473055,0.340087380793916,pmm,D2,0,0.162677345158604,0.0629980686855548,0.162677345566943,-0.153508282260555,0.162677344757025,0.279504419631665,-0.337322655622673,0.0629980686855549,-0.33732265557534,0.279504419631664,-0.337322655200921,-0.153508282260555,0.162677345059143,-0.370014633206665,-0.337322655242781,-0.370014633206664,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
69,4,0.104112071231609,0.314565725573824,cmm,D2,0,0.0402736946679491,0.0822361016561634,0.290273694767707,-0.350776598720534,-0.11956260691699,-0.298720564821667,-0.29989000396159,-0.402832636070214,-0.0154505364616062,-0.118393167319136,0.0886615355462291,-0.298720563925359,-0.0081141464248086,0.463192768665342,0.095997923983109,0.282865371135406,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
70,5,0.103647021628214,0.311761786667996,cm,D1,0,0.0513406926214156,0.167466892917528,-0.212895222671406,0.167466892917541,0.183458731654186,0.327203063310252,-0.345013261704198,0.327203063310247,-0.0807772650250028,0.0077306552100585,-0.184424286653208,-0.379085295559635,0.0228697566032191,-0.379085295559621,-0.0807772650250064,-0.199563388046371,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
71,6,0.103420052093858,0.310397869987602,cmm,D2,0,-0.144613287248375,0.403148713879903,0.105386712750129,-0.0298639880097596,-0.224830786503787,0.212497247812649,0.310604475260223,-0.0557193288649098,0.435604212002569,-0.272225223835401,-0.0998310497605563,-0.0040086471593019,-0.30504889487611,0.0218460380353394,-0.484177679624093,-0.081574014058519,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
72,5,0.101606358592053,0.299606342190751,cm,D1,0,-0.0161792956288687,-0.547455503703644,-0.0161792956281322,-0.344242786519537,-0.316982371490979,0.0751577570130475,0.284623780243456,0.0751577570127389,0.483820704376207,0.115357182896688,-0.0161792956242069,-0.14103006933543,-0.117785654215792,0.0349573061183387,0.0854270629683162,0.0349573061177973,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
73,4,0.1,0.290207898277475,cmm,D2,3,-0.2390479553,0.3144103907,-0.3542258798,-0.2191118767,0.0044267127,0.4157640418,0.26517079068,0.0636143377613335,0.06517079068,0.0636143378638777,0.46517079068,0.0636143379098716,-0.13482920932,0.0636143381935352,-0.33482920932,0.063614338271382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
74,6,0.0962250448649376,0.268711016923588,p6m,D6,0,0.0339540944767403,-0.290301393299478,-0.132712572048452,-0.386526438409456,0.0339540945726889,0.479498965695246,0.200620760849963,0.190823830979727,0.367287427662834,-0.290301393645469,0.200620760946894,-0.001626258750148,0.200620761169666,-0.194076348480023,0.200620761169666,0.383273920709602,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
75,5,0.0833333333333333,0.201533262692691,pmm,D2,2,-0.202463641,0.1687645434,0.3120331277,0.1410289416,0.153158236986924,0.317999225296415,0.0698249032862431,0.173661658211096,-0.263508429730823,-0.403688611161126,-0.0968417637354433,-0.115013476178746,-0.0135084303945605,0.029324091114302,-0.18017509671234,-0.259351043681941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
76,6,0.0714285714285713,0.148065254223201,cmm,D2,1,-0.2785004944,0.3088142493,-0.128958413970949,-0.362844345848274,-0.20038698624912,-0.239126431512443,-0.0575298433904012,-0.48656226116423,-0.343244128479359,0.0083093985021969,-0.41467270014131,0.132027313193804,-0.271815558011742,-0.115408516878959,-0.486101272457119,0.255745227507905,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
77,7,0.0624999999999999,0.113362460264638,pmm,D2,0,0.170672274903383,-0.256473080275918,0.233172275086406,-0.364726255643306,0.108172275033677,-0.148219904727638,-0.0793277249436838,0.176539621704596,-0.14182772498439,0.284792797154149,-0.0168277251007822,0.0682864461408409,-0.204327725049855,0.393045972589408,0.0456722750552451,-0.0399667292421313,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
