crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36
50,2,0.142300988108926,0.661115869182095,cm,D1,0,0.388459124589128,0.304556183817875,0.134931665961042,-0.419168231857634,0.154491490082253,0.466597631819197,0.216328991109878,-0.146454535234742,-0.0409868365787201,-0.0248533440890969,-0.0409868365787162,0.259748632128757,0.443275017057101,0.0252830150385472,-0.310252441570982,0.167584003147475,-0.310252441570984,-0.11701797307038,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
51,3,0.141559959742335,0.654248312823451,cmm,D2,0,-0.0635939582321321,-0.0569628761561371,0.210879451399557,0.418439014652614,-0.492668296901201,0.247282227332186,0.23285829346711,-0.228119663476565,0.0135101667237023,0.215455630417482,-0.324583379265907,-0.166696238983768,-0.231678875867426,0.357015590159816,0.430227578142964,-0.0251362792414333,-0.0281311275666667,-0.337853026304195,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
52,3,0.141544172692235,0.654102394797267,cm,D1,1,-0.0453410823,-0.1405184036,-0.296670689956074,-0.308982362320736,-0.101193109231189,0.155508873016838,0.117648473378178,-0.394428857770107,0.259192646070414,-0.149267159151852,-0.465828980412763,-0.0819923095380473,0.179965188113335,0.122508522611945,0.372486774759923,0.330052373322096,-0.382351526621822,0.188508200629861,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
53,2,0.141372519854216,0.65251687630761,cm,D1,0,0.140768172436955,0.291031797803288,-0.437035580647021,-0.303164002211121,0.337277638838435,0.0877369697964504,-0.104096214434977,0.14965927741281,0.0198711564145966,-0.192875471075256,0.161243676428317,-0.437739858164709,0.30261619612303,-0.192875470891076,-0.245468734915926,-0.0952051094068874,-0.386841254143409,0.149659278136501,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1
54,1,0.141372519854216,0.652516876307609,cm,D1,0,-0.0281835424211555,0.293012004881523,0.189071417966026,-0.0832846244846297,-0.424691675058029,-0.186776491818768,0.497504572222724,0.0850531120556561,-0.22818220892932,-0.390071320089272,-0.31092858212959,0.293012004936723,0.0476988980640004,-0.328149011638571,0.237156348812911,0.195341642951113,0.330443937772433,-0.328149011693774,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
55,2,0.141153634023288,0.650497868226678,pm,D1,0,0.322379616947878,0.0673794199504068,0.0493065539814154,0.138992937347863,0.495692997855801,0.290224356150866,-0.1076935103325,0.373616835102009,0.0789855184881029,-0.306060895637917,-0.390247220882824,-0.113704985151772,0.345843481327746,-0.213951063041189,-0.108556932935853,-0.0950508899372057,-0.265556997249767,0.139573007816941,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1
56,1,0.141053927849342,0.649579213215558,p1,C1,0,-0.0912638048260375,0.216671417755078,0.394052832144151,0.159906211680632,-0.447522528328343,-0.182349733188404,-0.167390627942897,-0.149018657097953,0.135007810155214,0.0481899692193842,0.100735985938211,-0.514111598023128,0.10223440314753,-0.232007721777558,0.345794317877596,-0.37435732726908,-0.336322136765422,0.0769171470010298,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
57,2,0.140921620412655,0.648361184700178,p1,C1,0,0.106429336217547,0.440002934239331,0.282840686225526,-0.120618051600293,-0.442723059208167,-0.0564280634515819,-0.0131594134556684,-0.416420992036556,0.013005108102428,-0.0392277992485004,-0.208611434681909,-0.213359130040041,-0.0785280072220434,0.2273379547371,0.268319089054643,-0.402086940848325,-0.360006509732356,0.213003903548866,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
58,3,0.140810180862301,0.647336153762607,p1,C1,0,0.107429814208568,0.259699217535908,0.281892217783732,-0.288707107840323,-0.223142359176886,0.295742939826569,-0.439692420381462,-0.24634067735238,0.496551977046835,0.268562744962746,-0.362799535341137,0.0245790752831029,0.010327340035385,-0.2141246346216,-0.0824938715648583,0.0517592701469266,-0.202644628610175,-0.39838794814095,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
59,3,0.140790037941135,0.647150963907717,cm,D1,0,-0.467887193103388,-0.194711251810474,-0.248719143284474,0.184898945871673,-0.0497173177802054,-0.50357819501944,0.227852413585328,-0.0228133176510921,-0.126067350373676,0.438362704286228,-0.194479977387881,-0.26205984888984,-0.0536899394467462,-0.0182043499762448,0.130077150712729,-0.286872661557076,0.488597096978314,0.0834860201462646,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
60,2,0.140768406272645,0.646952116320418,p31m,D3,0,-0.0058748966699627,0.106182797573035,-0.0996437385854711,0.371645377052679,-0.282656655211234,0.15770788813058,-0.0058748966699615,-0.259842358258467,-0.282656655211233,-0.31136744881601,0.400356261414529,0.340720466046329,0.208062882001298,-0.0768297803427153,0.451880913766018,-0.217598186615361,0.451880913766017,0.0639386259299296,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1
61,3,0.140755218322253,0.646830902008471,cm,D1,0,0.160036656095733,0.393952561335494,-0.199209972495733,0.393952561335494,0.252262017294764,-0.0904064904126795,-0.291435333694764,-0.0904064904126795,-0.0195866581999999,-0.163525732555383,-0.0195866581999999,-0.44503616919989,0.339658123477747,0.177194045019957,-0.378831439877747,0.177194045019957,0.4804133418,-0.25531585663027,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
62,2,0.140684518032886,0.64618126859116,p1,C1,0,0.070922624015038,0.342616359954734,0.307320010701171,0.190022749260988,0.0259910304660354,-0.498939051342052,-0.39012605714003,-0.0113032939702736,-0.109432435833988,-0.0307872723803268,0.334526418435463,-0.370813603386134,0.339586387254815,-0.0894900686931879,0.0934230751186176,-0.225769774499733,-0.232905626217123,0.222042523555985,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0
63,2,0.140631964374687,0.645698587950022,p1,C1,0,-0.184608189741438,-0.268078732460981,-0.063502649867219,-0.0142227775824189,-0.291731945515981,0.310665161798289,-0.0583738504981498,0.467679164693514,0.422327081753619,-0.117745199179127,0.194283312267913,0.34409212767694,-0.340655801598111,0.033688892198188,0.206920524075548,0.0631122378391409,0.443937640723818,0.214546329216457,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1
64,2,0.140588933606043,0.645303504857174,cm,D1,0,0.354475570198243,-0.02122464781685,0.0769936266654516,-0.501837472198603,-0.467431545535438,-0.23881122273277,-0.145524429801757,0.318748257035922,0.0115793349441752,-0.14366196367664,-0.200765040623122,-0.327973816727041,0.0650258941207578,0.132389586440584,0.31687214289992,0.25742742065808,0.255086510931769,-0.284250897282683,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0
65,3,0.140545112191452,0.644901286779697,cm,D1,1,-0.0846951213,-0.0987008766,-0.356317277343816,-0.255525556897661,0.284229485507577,0.367069524832136,-0.496860738868867,-0.0120933288213666,-0.172524163648351,0.265650199245199,0.186930724160197,-0.356943929468176,0.0896319628165314,0.164230873667868,0.230177075007984,-0.0792004014031967,-0.453614388031256,0.265650199245198,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0
66,3,0.140412076052235,0.64368097295513,p1,C1,0,0.496277439587362,-0.144134495055905,-0.125176579151582,-0.407244054712078,0.334850960836341,0.14469905368271,0.0943732389135719,-0.0003273910231806,0.124904073121973,-0.279486973641679,-0.386355685473572,0.110987477875147,-0.115734663227468,0.185997255395607,0.124743058695301,0.331023700101499,-0.121092387601925,0.466770293977879,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1
67,2,0.14030011283215,0.642654852366818,p1,C1,0,-0.353922108072829,-0.187755562602256,-0.146750792901839,0.0014970009554906,0.282447203012097,-0.328055746452728,-0.386852693399359,0.314197380858671,0.131691612617921,0.0362290243809443,0.146077993091015,0.3976696155179,-0.108410269105304,0.279465507944797,0.353249256197601,0.20841699496622,0.391589591160697,-0.06955153806904,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1
68,2,0.140300112831477,0.64265485236065,cm,D1,0,0.155091323448939,-0.0552033660133682,-0.0879156002828268,0.0850967468181094,0.215402745142824,-0.32924536836951,-0.355398646874143,0.000306968965299,-0.0061549491789466,-0.501433273661728,-0.393738899920747,-0.277661575367371,-0.0630395605354055,0.364592130122711,0.384703405757482,0.10608760800575,0.215402745142824,0.329859306300108,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
69,4,0.140287564773221,0.642539902917646,cm,D1,1,0.3914744433,-0.1971255632,-0.216031216747633,0.123388919872832,-0.216031216747623,-0.381606423615062,-0.251524205038018,0.407606220977234,0.248475794961981,0.200201679064986,0.0411288408305654,0.0111788129021128,0.041128840830569,-0.269396316644329,-0.473190981144921,0.235599698745156,0.0268090188550807,0.372208201297069,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
70,4,0.140277913752621,0.642451499465127,cmm,D2,1,-0.3985144438,-0.0737352591,0.351488543456525,0.0924501058363461,-0.148511456704489,0.0924501059834489,-0.0387893702629523,0.525462807779803,-0.258233542757708,-0.340562595891588,0.241766457203416,-0.165760343478582,-0.038789370301827,-0.165760343267929,-0.258233542863861,0.350660555338209,-0.0387893703691041,-0.515364848599706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1
71,3,0.140111175899324,0.640925139147123,p1,C1,0,-0.35524691496114,0.288482970024935,-0.0750261941948941,0.287526883830853,-0.406412124645149,-0.128052994975134,-0.0960128497372761,-0.29915733197425,-0.171253677880772,0.024344745700149,0.0862107937495252,-0.0862744763894002,0.349515353972429,0.0096175202181788,0.364532357962835,0.289437205084553,0.143997575734443,0.462321490880115,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
72,2,0.140096120217896,0.640787405005595,p1,C1,0,0.321889448710721,-0.2891712995606,-0.399193981011231,-0.262464775549408,0.244251946791803,0.243661934514762,-0.274927081536623,0.242745373407629,-0.235968958907646,-0.0347252669881709,-0.0150632393214983,-0.478911344974652,0.0539125464650663,-0.207341772718195,0.0234343847191932,0.071187890436418,-0.0155237379097846,0.348658530832217,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1
73,3,0.140023794500277,0.640125952771991,p1,C1,0,0.10175831001074,-0.158294814497288,-0.129684507994515,-0.315968128976341,-0.365542690099508,-0.164979486889752,-0.243485654056095,0.336528367976886,0.0357627747229532,0.357669965112788,0.304215667987908,0.277922261680662,-0.41017111292266,0.111489238251704,0.333200977314011,-0.0006212788086016,0.377829400137163,-0.277090003950057,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1
74,4,0.139877156002166,0.638785923986698,p1,C1,0,-0.217599566601813,-0.0516669263411285,-0.283572769985952,0.41137661783116,-0.0051812321909405,0.383797155016496,0.0535433855694301,-0.172270238759545,0.271954988296469,0.213838897242435,-0.0619639122999127,-0.42706533138093,-0.449555850753181,-0.208059884391377,0.31114159663084,-0.0631572847028504,0.0143567772350593,0.10472594318574,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0
75,2,0.139857251238822,0.638604136219023,p1,C1,0,0.484809736899326,0.0249746148069857,-0.390902067758884,-0.346751233502661,-0.12276890350807,0.362819789147924,0.148218033682513,-0.0387853509598919,0.128657982961813,0.240244409660943,0.0923916544601859,-0.31287223185579,-0.139475181289001,-0.469326612989641,-0.388048294819121,0.274123411307812,0.357671045771236,-0.224175854015679,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0
76,4,0.13969987867804,0.637167782724524,cm,D1,1,0.0659784939,0.3425737097,-0.253871654367234,0.272077031905526,0.385828828542249,0.272077031905504,-0.434021412912502,-0.208918085012461,-0.154621655558424,-0.208919142660204,0.286578829733419,-0.208919142660211,-0.0737212915905415,0.058511886804405,0.205678465765539,0.0585118868043987,0.0659785870874949,-0.380382717086957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0
77,3,0.139618998077159,0.636430207353479,p1,C1,0,-0.208257449550952,0.261703570471914,-0.0989233333839247,0.0047601729341413,-0.270019987994437,-0.330100990734412,0.401240579886781,0.0889650579772501,0.454483190398407,-0.284544873904349,0.17056235789815,-0.0683925487548148,-0.0500456286299436,-0.502104303837561,0.18240654500133,-0.347379239706451,-0.368315644325409,-0.0687356861457142,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0
78,2,0.139568846248401,0.635973071768215,cm,D1,1,0.2860341956,0.1162685096,0.383871472325,-0.207488993223777,0.125611805180999,0.381916763676497,0.142131139469001,-0.484108640107941,-0.116128527675,0.242347917428096,-0.116128527675,-0.036789775068706,-0.336990835182525,-0.207487439068219,0.104733779832525,-0.207487439068219,-0.116128527675,-0.378185103067731,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1
79,3,0.139556626285453,0.635861711283963,p1,C1,0,-0.248758643359488,-0.351833607709794,0.494585036575811,-0.242144314104826,-0.168056631565921,0.164716752431462,0.11574929157393,-0.20409141201742,-0.405878395458712,0.0186174150625588,0.358725356844173,0.16859346091932,0.0960138538263461,0.074323243231944,0.0078967859336434,-0.461524985561787,-0.215232946769783,0.439814195248542,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
80,2,0.139493738122692,0.63528876586452,p1,C1,0,0.161850192641201,-0.26891493811477,-0.0893213067062226,-0.390351711035235,-0.169513437748921,0.201080624776492,0.0941075147111997,0.292393303664959,0.304997090546284,0.109747201308878,0.413021542166348,-0.147477855312662,-0.446289097083096,0.236141233754404,-0.353161108663759,-0.299673318874932,-0.338264645463033,-0.0210838228671346,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
81,3,0.139490965276571,0.63526350967014,p1,C1,1,-0.2379436633,-0.3205676615,-0.209963201643281,0.203435703068682,0.420862662931565,-0.302073583861604,0.0539616562095891,-0.228675120993452,0.31970544827455,0.213407246907,0.0637189458630512,0.324320853638931,0.0580507980349331,-0.507627081901223,0.278008908470546,-0.0624411102451327,0.0220224060590466,0.0484724964867976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
82,2,0.139484649674212,0.635205986505299,p1,C1,0,0.438258350009653,-0.280845154869306,-0.186802416548244,0.335813702147323,0.0547245407399338,0.196212130229005,-0.176657931990437,-0.13252738176511,0.006206168335848,-0.343203889213875,-0.436682621507924,-0.0314777364402267,-0.451293046800165,0.247108705174815,0.31474923025742,0.0951624849041178,0.0972253256039166,-0.0795006791667432,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1
83,3,0.139454210626714,0.634928781012922,p1,C1,0,-0.225377819815367,-0.29292689719183,0.0434107226890549,0.417113990153153,0.0058329374009452,-0.136941342753159,0.312554500137625,0.0417896928321613,-0.202323405783703,0.255262641721072,-0.479907692501703,0.228117269862521,0.368858542902052,-0.231376487751127,0.135375869232616,-0.38394040400347,0.0508779877384815,0.138305548030677,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0
84,4,0.139443798452252,0.634833972223593,cm,D1,1,-0.0117049474,0.1520869621,-0.112192317196906,-0.13068048081745,-0.362192288142063,0.302332170750306,0.258569394180567,0.372053994096711,0.398013316750334,0.130530322036338,-0.380874280154134,-0.252447594308773,0.361376795385701,-0.145940394332445,0.119853051666005,-0.285384192784697,-0.344237758789502,0.0240231220600102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
85,3,0.139419323258029,0.634611139493078,p1,C1,0,0.0526393476392725,-0.357523462307055,0.426992242280467,0.138531100850655,-0.0116157925160181,0.444861847640317,-0.334152749594598,-0.206087153003335,0.390854100070188,-0.15993785117089,-0.321793300438877,0.259536419924214,-0.0577654585862288,0.169868758431668,-0.0729269154396441,-0.108557391591978,0.175777931985439,0.0175254766264028,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1
86,3,0.139274364863981,0.633292177587855,cm,D1,0,0.481655445935203,0.213258567095512,0.481655445935418,-0.0652901626324491,-0.154619912503929,-0.176184791195366,-0.154619912503667,0.324153195658674,-0.208720955710673,-0.449429135980403,0.291279044289335,-0.268627863340779,0.100902642643434,0.213258567095528,0.100902642643265,-0.0652901626324351,-0.277114277928388,0.0739842022317179,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
87,3,0.139223237158557,0.632827299032496,cm,D1,0,-0.0460412876410463,-0.532326537804794,-0.297385237275359,-0.157724475592637,0.0110668465092526,0.0203604180125095,0.209809773877861,-0.384610858564405,-0.458511028199514,0.069367837264266,0.268806456203729,0.125729923345746,-0.0175077105253841,0.537776631301523,-0.105037969966906,0.273445602586142,-0.0361332525826325,-0.254056399448353,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
88,4,0.139091601466596,0.631631187237786,cm,D1,0,0.0829195931969989,0.452885461408785,0.277802192891691,-0.413139942375493,0.183153453776645,-0.0529495812562612,-0.322431667687705,-0.0529495812562724,-0.0696391069555206,-0.44724400514868,-0.0696391069555272,-0.169060802215486,0.235480802843716,0.220267810089501,-0.374759016754767,0.220267810089491,0.430360893044467,-0.180520645235584,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
89,3,0.138993755621468,0.630742841014422,p1,C1,0,-0.444437626344798,0.0452844172124886,0.0243139294438898,-0.544515370197556,0.129657562957742,0.360418579314217,0.0579943715121493,-0.151227315829688,-0.197698884976808,0.321935545912831,0.311073326090186,-0.266240789634845,-0.0078835626680359,0.118841479471051,-0.41318948430206,-0.230941233345019,-0.153898581212263,-0.331167397503481,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
90,3,0.138951643516052,0.630360696002942,cm,D1,0,-0.0337631629297652,0.161283971549493,0.105189030074448,0.40195496066652,-0.172714256956932,-0.0793876520622288,0.110823835556525,-0.233724107329897,0.380617367323019,0.233571997243117,0.380617367323017,-0.30037009115646,-0.426768751739725,0.0332469368698918,0.303437716493783,-0.0333990469566718,-0.139099331044369,-0.355250432623763,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
91,4,0.138942324657659,0.630276147955375,cm,D1,0,0.0521358211850692,-0.321373356321051,0.250885948779427,0.370725352536521,0.359610817587543,0.0362455465925611,-0.212558604218453,0.283253646080424,-0.178140776796995,0.0075086706399191,-0.418795942425792,-0.131433654017741,0.0944008669518173,-0.0467216783151947,-0.0081019044489765,0.471448588213501,-0.490127010113639,0.270000028691061,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
92,2,0.13894141092003,0.630267858110783,p2,C2,1,-0.1848063836,-0.0602727361,0.0010762751306336,0.509343214529401,-0.0087902625306336,0.231635609108927,0.272273797559432,-0.198985363253133,0.220012215040569,0.0739387831070226,-0.22427248637141,-0.398938074825379,-0.28344150102859,0.273891494679269,0.440372172836124,0.243232467791762,0.0519138397638757,-0.368279047937872,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
93,3,0.138764219141439,0.628661323810423,p2,C2,1,0.3368432018,-0.1326963025,0.467735731477618,0.235484719855974,0.0955909472509093,-0.384217567158441,0.215918620063609,0.352147380784132,-0.355320957450908,0.0216785021662223,-0.0030977297546856,-0.124828710253177,0.0243513697363916,0.151338958008086,-0.227465741677616,0.268001618936246,-0.256632280445317,-0.237710354739043,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0
94,4,0.138689240255327,0.627982134442486,p1,C1,0,0.0707502542495044,0.512924533488879,-0.396622567433699,0.120806771266385,0.378659058704917,-0.041798498941855,-0.171903791149402,0.28341148532993,0.0401373273686135,-0.202848439089895,0.0085074987434526,0.0727207453113049,-0.155736670566077,-0.399246500138064,0.252256052195678,0.205104521282331,0.297236815687012,-0.306957394309015,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0
95,4,0.138675049056307,0.627853626081069,p2,C2,0,0.205373506845301,0.065119167834547,0.0515273529991435,-0.467819542186645,-0.410011108539315,-0.334584864681347,-0.33308803161624,-0.0681155096707508,-0.140780339308548,-0.267967525928697,0.397681199152992,-0.1347328484234,0.282296583768376,0.331588522845144,0.474604276076069,0.131736506587197,0.128450429922222,-0.201350187176048,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
96,3,0.138518025321162,0.626432575850225,p1,C1,1,-0.1066428556,0.1385497301,-0.123869366047693,-0.186589359679733,0.366650053643065,-0.0233633712187957,0.0653709826001255,-0.46241427844571,-0.163241638199235,0.459269581714239,-0.400601698665115,-0.173620572549993,0.110328435924092,0.415584482427935,0.333695153700935,0.251705616355777,0.152863035043826,-0.199556685603721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0
97,4,0.13850340163638,0.626300314811363,p1,C1,0,0.0655949324310256,-0.110430269312483,-0.18929369029795,-0.373812927498494,-0.410433358395374,0.175353216264058,0.0437704687963785,0.165715456431105,0.033993512807186,0.504971672734584,0.0874189263611849,-0.38657603217755,0.317503449467093,0.123253422182613,0.498654790742329,-0.0863103166024545,-0.179968182911872,0.329036565878622,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
98,4,0.138248214932026,0.623994576795862,p1,C1,0,0.0688950800000384,-0.468379124978109,-0.207224720043092,-0.453952352930666,-0.15498540133615,0.383214122334331,0.177390030553551,0.0100995028568173,-0.342527396569765,0.0399550734382995,-0.375511158484974,-0.23456696060904,0.349435955009581,-0.206350204016715,0.40896456872942,0.161174017571247,-0.0772370937586086,0.117873819333834,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
99,4,0.13798512375241,0.621621869688556,cm,D1,0,-0.0736982552521009,0.395352145756644,-0.0736982552520803,-0.0611455888079994,-0.193197206267505,-0.401681234852281,0.306802793732475,-0.1301376119835,-0.418578772428137,-0.242424438630416,0.0814212275718634,-0.289394408205392,-0.228817667616271,0.167103278474315,-0.467814912644123,0.0291181547219046,-0.467814912644123,0.305088402226726,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1
100,4,0.137985123752394,0.621621869688415,cm,D1,0,-0.132609070426694,-0.194079166920037,0.0933829627631132,0.513747663466434,-0.0021082659729312,0.169941044887075,0.212881809620295,-0.283284646285702,-0.252719084860182,0.0543824235535042,0.4382639207651,-0.124028621332908,-0.0124999390202922,-0.44254118426002,0.248502815951882,0.285499095772025,0.487500060979708,0.14751397201963,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1
101,4,0.137834402086069,0.620264611580008,p1,C1,1,-0.0480445678,0.2292239991,-0.353303369573417,0.127959957727608,0.267182787761449,0.117006598043137,-0.442118979163844,-0.261426982155842,0.0366265981267953,-0.227167777009234,0.0058226980577942,-0.501110123743424,0.231328272016005,0.390333770666636,-0.212428491454993,-0.108994802319148,0.30303603323021,-0.156320741209733,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
102,4,0.137776120033342,0.619740175715899,cmm,D2,1,-0.3283580492,0.1869444172,-0.0013477239798572,0.158079717408567,-0.0168547554203911,-0.410317563004534,-0.38978361971623,-0.195006982814749,0.371581140316313,-0.0572308627814072,0.136427250464987,0.396715618778186,0.345370270135094,0.217071939410096,0.120922510198605,-0.171682984444929,-0.13912498959852,-0.0805548611512296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
