crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36
155,5,0.131960834674279,0.568527999503784,p1,C1,0,0.0123653927824395,0.0552138503237127,0.353013481879743,-0.13468092794504,-0.178947968140517,-0.396310855236861,-0.300091755504839,0.173820236812949,0.0775795082823158,-0.458345534182293,0.0645243986566618,0.531748579168588,-0.0713672286289274,0.305500677111122,-0.390066903870069,-0.0742908677921959,0.0960946032431911,-0.195074117559981,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
156,4,0.131908083011957,0.568073549474312,cm,D1,0,-0.391029348524662,-0.276204765419113,-0.25911953066996,-0.047734265334098,-0.022935685548621,0.361348128621857,0.35467985856915,0.295646035273117,-0.0134120483001982,-0.341907872647629,-0.416848642607951,0.163737947267962,-0.284940549477299,0.392209443131654,0.134793428319193,0.14987591745918,0.002885333540348,-0.0785955774529274,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1
157,6,0.131844396593296,0.56752513977256,p2,C2,0,0.1029968722437,0.193632670895728,-0.0815904330138374,0.381939087116635,0.287584177501809,0.0053262546753806,-0.352726382293886,0.0694452531590851,-0.441279873216342,0.317820088634919,0.23382394738166,-0.295778248100833,0.472169797107623,-0.182981813890304,-0.0298337058056097,-0.299830601488984,-0.264172549705115,-0.178929460501628,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
158,3,0.131840702953979,0.567493341624736,cm,D1,0,0.351992289354173,-0.28916451788101,0.181430038159237,0.189711589681119,-0.064506387394741,-0.342066240929545,-0.196347090347024,-0.113711444906678,-0.459864781840238,-0.104421122431936,-0.0726338998834127,0.119146731516035,-0.336151591376627,0.128437053990779,0.163848408625889,-0.473906943885702,0.435493612602742,0.260277756946936,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
159,5,0.131560134789343,0.565080564017734,cmm,D2,0,-0.365447697707558,-0.0567120355559522,0.134552302292437,0.433573612328545,0.0029932621459481,-0.0567120355677735,0.0029932621459529,-0.432451791444072,0.450332916916856,0.131158915671218,0.18721264733817,0.131158915839196,-0.31278735266183,0.245702660933392,-0.0496670830831437,0.245702661101371,-0.181227217786833,-0.244581913505925,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
160,3,0.131491848660683,0.564494107491989,p1,C1,1,-0.3031698483,0.1828597916,-0.334206297621794,-0.21879475229848,0.350049031014875,0.196602517776379,0.122298420075781,0.328094282817711,0.113032631780801,-0.406439459278261,0.481540645336334,-0.0311481801807349,0.297285767548273,-0.218792964462426,-0.132334168893845,0.393841295612522,-0.149951065540425,-0.406439188686711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
161,4,0.131491848659972,0.564494107485892,p1,C1,0,0.272583753423586,-0.260640201705422,-0.0431633125311474,0.286247835465537,0.456840700232912,0.189989535179331,-0.113541735399212,0.032856236055923,-0.113539955130677,-0.422644889268495,-0.472783073207499,-0.0634026742388132,0.0272165600394971,0.539639032221172,0.0179510033952383,-0.19489381268617,-0.245032693922698,-0.194894840523063,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1
162,3,0.131491848659835,0.564494107484715,cm,D1,3,0.1071887476,0.0945682499,0.2741756178,-0.1734242303,-0.0136871539,-0.2891892602,-0.234814382897424,0.231820921358427,0.396676666430733,0.231820921358397,-0.419068858233335,-0.218807955421347,-0.0505607068931581,0.419466885703092,0.212422990426512,0.419466885703106,-0.41906885823333,0.0441757418983245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0
163,5,0.131252918680263,0.562444519945474,cm,D1,0,0.0772417000381548,0.125807270936402,-0.238382884201797,-0.13126627617084,0.39286614238074,-0.131266085207238,-0.0540112354864757,-0.500170081630618,-0.291505398126054,0.365855086961185,-0.29150549435942,-0.388340784705608,-0.0540113317198894,0.477684792631082,-0.185264137316473,0.125809030651273,0.339747537391213,0.125809250934364,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
164,4,0.131251275411825,0.562430436578019,p1,C1,1,-0.3030612056,0.2790007372,0.249799751677484,0.174361511449003,0.191405968972043,-0.182730848538172,-0.44928625867362,-0.175128951280163,-0.2547728373375,0.0011439000300734,0.0042862260898468,0.267263061180168,-0.124892491780857,0.495780999290517,0.0077044908903453,0.0047827673395117,0.495313684762258,0.0814610386290607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
165,5,0.131228378695235,0.562234222301178,p1,C1,1,0.2380400232,0.184270201,0.490036405849146,0.0514627278862292,-0.309716298845642,0.2211228888636,-0.226899057265321,-0.181140876659547,-0.0410650168972739,0.137400499241462,-0.109471353638425,0.390785823586768,0.0273414469321433,-0.11598479079384,0.289788879611705,-0.118197160524983,-0.481139416646331,-0.246297527599688,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
166,5,0.131186803937372,0.561878033355115,cm,D1,0,0.0985955197064732,0.349726971908789,0.270320196289699,-0.326768585532672,-0.0202426556373326,-0.0807033852802911,0.456975660075869,0.221124760870106,0.398486258120129,-0.0346464258731819,-0.212502299935259,-0.259242286597748,0.172016832663312,0.0978356840227173,0.0154652855099598,-0.389129507275868,-0.474825071592849,-0.26440693364185,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
167,4,0.130750905485458,0.558150297744477,cm,D1,2,0.0402622284,0.1201421811,0.2910960041,0.3196500286,-0.388328129270633,0.0881102391233008,0.187160604276063,-0.156981454837525,-0.22166174460325,0.289618336635466,-0.0706837195714393,-0.200564729160286,-0.0549952258557299,0.491126323250516,-0.328528014419281,-0.244148175048465,0.44500477414427,-0.113397269563008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1
168,4,0.130750905485421,0.558150297744166,cmm,D2,3,0.0730655523,0.5257549821,0.2589866368,-0.2813037898,-0.366526182,0.2852881205,-0.106397217673285,-0.333652079716321,0.302425630706589,0.287281659249685,0.469092114617349,-0.001393158802614,-0.273063701584005,-0.0449772616640946,-0.0152193992015164,-0.0885606629760382,0.211247812234869,0.0421902425093831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1
169,5,0.130105693673948,0.552655320635277,p2,C2,2,0.334970884,0.1415402993,-0.4863152555,-0.0836741252,0.174349416638486,-0.404056026148348,0.104683316702992,-0.153343839317922,-0.255984483434713,0.21125719080325,0.127905716865884,0.340435537575065,-0.279206883622603,-0.28252218609228,0.0350171115191014,0.0973683182668117,-0.186318278269147,-0.0394549667865765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
170,4,0.129731907556804,0.549484388729741,cmm,D2,0,-0.141648349630031,-0.350179675892136,-0.391648341831455,0.082833026999679,0.108351650141519,-0.280742859522625,-0.206514297695677,0.264620972296501,0.108351650141519,0.44640891316781,0.423217609861124,-0.0989549140487152,0.173217608867158,-0.0295181020803861,0.0434857013103568,0.195184153170828,0.358351651135485,-0.350179671490955,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
171,5,0.129545660811835,0.547907811002811,p1,C1,0,0.3011821503965,0.220334143842407,-0.448818305543333,-0.212678534266725,-0.0749930757065669,-0.18332199253186,-0.138958421965497,0.441266865900212,-0.315978838888904,0.252078903986766,-0.25867660936511,-0.0005963172603978,0.108689788465551,-0.366048340796766,0.117265158859189,0.402824837206659,0.485099529148171,0.0378438407197047,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
172,6,0.129514100225319,0.547640875231362,p2,C2,0,0.483221915495327,-9.21640396282e-05,0.0053196166493914,-0.372234858415507,-0.038875785544156,0.372050530419604,0.211124368899558,-0.0609619254716751,-0.244680537912523,0.0607775975043993,-0.428388918839488,0.243388767496515,0.394832749745686,-0.243573095545112,-0.0609716037373215,-0.121833015913627,0.0274154346435254,0.121648687865032,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
173,5,0.129151241074612,0.544576527320099,cmm,D2,1,0.3204653572,-0.0183659757,0.0533869485196901,-0.0201476897026357,0.0533869510264624,0.238154792446588,-0.204915531122761,0.238154793023745,-0.204915533629534,-0.0201476891254785,0.0533869496673564,-0.27845017185186,0.295084467735715,-0.369568128611469,-0.204915532481868,-0.278450171274703,0.0533869498849398,0.496457274595812,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
174,3,0.129116150341169,0.5442806417593,p1,C1,0,-0.445164348110821,-0.280818897433066,-0.354589466166164,-0.0389922821145578,-0.0229912996474127,-0.0417703885807281,-0.0190668753127959,-0.431509186374749,-0.378077260346334,0.218169621440856,0.148390740001219,-0.23493383647289,-0.166073811773394,0.451479433624767,-0.120692409582874,0.197266040093003,-0.190448914961425,-0.238345738482635,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
175,4,0.129044799412315,0.543679257672942,p1,C1,0,0.375683896439882,0.0932018585893508,-0.342077909148104,0.14884351419402,-0.269607893093926,-0.0988626379188555,0.0634138451899862,0.478618685167817,0.309473118753814,-0.341316063614463,0.0854522451858688,-0.46947568762809,-0.111916513667032,-0.303175314656994,0.275012380858677,0.330847575933556,0.476359160080834,-0.144442270966343,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
176,5,0.128849185609879,0.542032224074335,p1,C1,0,-0.394498975476899,0.278589277060275,0.147857566641499,0.156902524427176,0.191868571647579,-0.320243694330074,-0.302682670683279,-0.342775869733444,-0.0575941856463855,0.485453104741728,-0.0586689179148303,-0.259916114790683,-0.139537678310573,0.241130132961934,-0.0548246085525107,-0.0022464196093467,0.350540106795399,0.316051003672434,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
177,4,0.128157445931509,0.53622793855599,cm,D1,0,0.0265563350130169,0.296481606298645,0.154712608252848,0.0745057215272825,-0.101602283605922,0.518456136964748,-0.0142398746339666,-0.30442236551113,0.357602679434427,0.339627830551729,-0.270554766496985,-0.304422365511018,0.410625404258569,0.088857189441223,-0.461217149810348,-0.133118018280659,0.207735333088361,-0.17626491958082,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
178,4,0.128065406191725,0.535458001904789,p1,C1,0,0.0041992008464289,-0.276008361972882,-0.385346287523655,-0.300062441635839,-0.368842127314318,0.192518088009836,0.0366070946141219,0.322012724410502,-0.307304996749678,-0.0561104996748497,0.0822432145341968,-0.0320572911003306,0.241605198138126,0.168458920798316,-0.0738446940554113,-0.519959470847002,-0.122754888989812,0.121496512512248,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
179,5,0.127520055582116,0.530907349120631,p2,C2,0,-0.174736921956966,0.441123510885058,-0.174737282655567,0.18608339972108,0.0752628978210166,-0.119409246581126,0.325262897894626,0.313603455297945,0.406569720742813,0.071870836768715,-0.256043925013555,-0.310689329977443,0.325262897819397,-0.169861781735211,-0.174737102180603,-0.0689567114430893,-0.424737102171163,-0.119409246635929,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
180,6,0.127520055582102,0.530907349120508,cmm,D2,0,-0.223515431455555,-0.425943366648639,-0.473515431453068,-0.120450720338522,0.0264845685419575,0.134589390825682,-0.473515431458043,0.134589390825682,0.0264845685469316,-0.120450720338522,0.276484568546932,-0.0699981851926076,-0.223515431458043,0.0841368556797677,-0.223515431453069,-0.170903255484436,0.276484568541957,0.185041925971596,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0
181,4,0.127520055582101,0.530907349120506,cmm,D2,3,0.0462777157,-0.3905905003,0.2515901968,0.3925119456,-0.3564371752,0.1835890792,-0.401279596613251,-0.195724307048381,-0.180408381334486,-0.0682042515122775,0.209156009691926,-0.131964279150311,-0.0408439883966855,0.301048423839984,0.377849187647938,-0.32324436178766,0.0404628334045594,0.0593158049586453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
182,4,0.127421419074666,0.530086355220771,p2,C2,0,0.0833530163000058,0.481801900702454,-0.159787132031817,0.405462262078824,-0.173506835368177,-0.307883864458338,-0.348703904836486,0.168476863107258,0.0154099374364443,-0.0708984654867841,0.158824223004095,-0.281557466839985,0.0078818095959777,-0.486889539323902,-0.094028167021832,0.159249689944857,-0.23926580037821,-0.0616712923243844,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
183,4,0.127254269067074,0.5286965445577,p1,C1,0,0.0143558161713426,0.148496302756461,0.0154966934069346,-0.482784547045805,-0.179779298708046,-0.319561133018616,-0.461699284021242,-0.256810082760346,-0.118317100733421,0.408602620849124,-0.289227220421395,0.220017555238339,-0.105015654195196,-0.0762814720472602,-0.354503364094958,-0.0259776094505027,0.133727502295982,0.373273962978607,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0
184,5,0.127211293759723,0.528339510407046,p1,C1,0,0.257219612960591,-0.190242288683959,-0.0425006033426026,0.382637660274661,-0.191225602157876,0.125345023310132,-0.0381561506991747,-0.508147219663457,-0.445609089976129,0.12088473570602,0.0631578900172492,0.129805062421923,0.208131348887396,0.338882916972127,0.307572324850541,0.0591478824243227,0.206867517060006,-0.439632584161768,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0
185,4,0.127112547245566,0.527519592072365,p2,C2,0,0.0198104524635124,0.413607141906474,-0.364409024018992,-0.157202133757208,0.327700714222275,0.128202504074258,0.268370311680048,-0.414891547768991,-0.112968883235647,-0.194728847867013,0.271250692173995,0.376081090643922,0.384150736270404,-0.119676082495441,0.141256211249164,-0.194727054399435,0.0141452171952424,-0.414893341236565,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
186,5,0.126927252736322,0.525982761247385,p1,C1,0,-0.393595820068265,-0.0038219575999597,0.0218664614441832,0.164108931260021,0.123779741849957,-0.240249033409209,-0.289222212240573,0.227583011961659,-0.244898047019833,-0.255133213212085,-0.184847416425303,0.458987445686042,0.111325679579186,0.401678201662225,-0.067593166275746,-0.0734601849082485,-0.497970812943606,-0.235226302440444,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
187,5,0.126927252736308,0.525982761247264,p1,C1,0,-0.362492881188171,-0.124085666056051,-0.0580870495448792,0.400876355871552,0.189323532956381,-0.439837072162378,0.243260838685571,0.12643850853908,0.133963472736289,-0.102681974493963,-0.112022282639366,-0.16539655095761,0.387036314544907,-0.0827760284562443,-0.0632658622703911,-0.414524874159831,0.194502577519659,0.375566471475446,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
188,5,0.126896813747862,0.52573051497097,p2,C2,0,-0.229047044844735,-0.150794887607582,-0.0609314340086044,0.435836960878456,0.102837344319758,0.128598667690848,-0.392816010713101,0.156442796642907,-0.0652780789757055,-0.458032571858294,-0.311725548565646,0.396933009138449,0.353631458876839,0.167502619430603,-0.310137209428138,-0.391285200438006,-0.147956880260668,0.0896954252226185,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
189,5,0.126442774587431,0.521975098360217,cmm,D2,0,-0.276029101175254,0.273309698370103,0.223970898688896,-0.0332937007649535,-0.27602910144697,-0.339897099899868,-0.0231435520009723,0.273309156373993,0.471085349650465,0.273309156367791,0.223970898553704,-0.286179249939814,-0.0289146506212517,0.526128845880539,-0.0231435522726887,-0.339896557897697,0.223970898824072,0.219591848409908,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
190,6,0.126009910672216,0.518407358929553,p2,C2,0,0.134609399824512,-0.431721422430052,0.131903865864337,-0.106375483317502,-0.116742602319237,-0.413386718483473,0.38325586800808,-0.12471018726417,-0.116743367155566,0.163964249019042,-0.114038577750958,0.415969555440864,-0.119448156560106,-0.0880410574027812,-0.365392195159319,-0.143045786544821,0.131905460848256,0.470974284582893,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
191,5,0.125,0.510131071190874,p6m,D6,0,-0.19273380609596,-0.000150366610859,0.0572662088179134,0.432862332898849,0.0572662098801653,-0.433163075456102,-0.44273380609596,-0.0001503727904675,0.0572661939040405,-0.000150369153495,0.432266198072595,-0.216656726143293,0.182266198072595,-0.216656717692889,0.432266201222305,0.216355982380844,0.182266201222305,0.216355977567413,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
192,3,0.125,0.510131071190873,pmm,D2,5,0.3049830226,0.3636666006,0.0005366798,-0.1870762982,-0.3074541654,-0.2101467475,0.149817017,0.0888257861,-0.0111087248,0.3520568951,-0.329252587451079,0.374502212519788,0.295747412551498,-0.275016840320029,-0.454252587448806,0.157995861572366,0.420747412548388,-0.0585104893721242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
193,6,0.125,0.510131071190873,pmg,D2,1,0.2017248946,-0.2549213823,-0.0128201019464827,-0.457327081592134,-0.387820101950321,0.192191971243979,-0.137820101950319,-0.240820730648239,0.433681586371372,-0.0728122419501497,0.308681586375332,0.143694108998247,-0.441318413624669,-0.289318592893973,0.183681586377965,0.360200459945877,-0.262820101952877,-0.0243143797036065,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
194,6,0.125,0.510131071190871,cmm,D2,2,0.2590155491,0.1149386613,-0.4637183913,0.2515162051,-0.28135725382,-0.0966734316749071,0.343642747095076,-0.313179782094432,-0.156357252904923,-0.313179782092696,-0.0313572538184981,0.336339270216445,-0.156357253541807,0.119832919110588,0.0936427470950765,-0.313179782415661,-0.406357252904924,-0.313179783149336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
195,7,0.125,0.51013107119087,p6m,D6,0,-0.263821864816493,0.320357133558145,0.361178135199653,0.103850782621357,0.236178135183507,-0.11265556831543,-0.0138218648164934,0.320357133576789,-0.138821864800347,0.103850782621358,0.486178135183507,-0.112655568334074,-0.388821864800347,0.103850782602714,0.361178135167361,-0.329161919270862,0.111178135199653,0.103850782640001,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
196,7,0.124999999999999,0.510131071190869,p3m1,D3,0,0.193655994655685,0.0081283718282336,0.0686559946467327,0.224634722769174,0.443655994655684,0.00812837183071,-0.431344005346715,0.224634722778204,0.193655994657696,0.441141073708953,-0.0563440053423044,-0.42488433005758,0.318655994657829,-0.208377979116638,0.193655994657696,-0.424884330062671,-0.0563440053423038,0.441141073721613,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1
197,4,0.124272197215073,0.504207967912232,p2,C2,0,0.190648391540002,-0.0185142974482918,-0.358086403762214,0.107634876068786,-0.108240838161392,-0.493017759521989,0.440802825939166,-0.283887065641959,0.188463831058161,0.230020496289225,-0.355901843280389,-0.140899917668731,0.192829440961439,-0.267049122022375,-0.360267453183664,0.356169700642869,0.166280993888888,0.477572991202466,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
198,4,0.124046117756882,0.502375098149132,cm,D1,0,-0.111536737020072,-0.256998473819741,-0.326389858190696,-0.132950524842507,0.10331849866688,-0.381042760347261,0.0530971508710095,0.276248020168977,0.267951329307602,0.152201902412094,0.0400573915654007,0.523997332982289,-0.167979927448262,0.388829913757743,0.489028407626873,0.264783796000858,0.475988648321265,0.0170344831875458,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
199,5,0.123952687736682,0.50161861757141,p1,C1,0,-0.129781696424587,0.428724091689658,-0.396578150414535,-0.251461016085528,0.134160149403867,-0.127453156292037,-0.395528628931693,0.244130487830427,0.385948618355569,0.127062636840341,0.138132243153931,0.12042039546335,-0.403406272364196,-0.0036496928187523,0.130184521330913,-0.375326651385835,0.11025304579073,0.366753149158374,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
200,5,0.123855097915072,0.500829064692307,cm,D1,1,-0.1357108898,-0.3433414873,-0.378315978872452,0.214103457487548,0.121684021127503,-0.157141682287556,-0.390905278078701,-0.0332866204535537,0.109094721921243,0.0902483956535456,0.134272257895331,-0.404531814292222,-0.403494223909185,-0.28067671637715,0.0965057760907837,0.337638491577143,-0.118017546274524,0.461493589492243,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
201,6,0.123717914826348,0.499720233003304,cmm,D2,2,-0.4942935432,-0.0685740047,-0.0233016087,0.4237069343,0.24120242965396,-0.0698693855263483,0.241202425285762,0.177566444126348,0.241202429376759,-0.317305215179045,-0.258797578805319,-0.193587300352697,-0.258797577930558,0.0538485292999999,0.241202420917469,0.425002273779045,-0.258797571498072,0.301284358952697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
202,5,0.118398244869686,0.457669824823814,cm,D1,0,-0.0401641549465373,-0.380360659811909,0.341437599982011,0.0437964786059838,-0.27696064468591,-0.380360659783698,0.459835844876129,0.248868254233155,-0.0401641550935491,-0.143564170072535,-0.421765910278617,0.043796478577769,-0.276960644832922,-0.143564170044324,0.223039355136756,0.248868254261367,0.104641110242638,0.0437964786341922,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
203,5,0.118271575481976,0.456691064619728,cmm,D2,1,0.3891594363,-0.2538597375,-0.290092348824985,0.0570045798865592,0.269043438915975,-0.0454216090264505,0.150771863433999,0.159430768799549,-0.040092348825035,-0.376008122005689,0.473895816742,0.072849966455484,-0.0540805143919775,0.0411591933175312,0.064191061089999,-0.163693184508469,0.355624241260024,0.277702344281484,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
204,3,0.117249337821691,0.448830692546844,cm,D1,0,0.207199606145529,0.280263596967543,-0.220498139383597,-0.362687799194022,0.320824091094708,-0.362687799194022,-0.106873654434418,0.280263596967543,0.167412313677246,0.0491649162345202,0.167412313677247,-0.185333759408863,-0.0670863619661355,0.0491649162345201,-0.0670863619661357,-0.185333759408863,0.0501629758555555,0.454416189901643,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
205,4,0.11715905881966,0.448139782251265,p1,C1,0,-0.260195714725772,-0.417921449103275,0.0152228533262833,0.514948256444625,-0.0356152302625867,-0.48476893411442,-0.10382813049113,-0.13265016264533,-0.252518455537706,0.0484469590644802,0.284424028260427,-0.391535553169187,0.0783395593230415,-0.280026935041125,-0.329530761325201,0.269747851541956,-0.335008000967355,-0.170871200577725,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
206,4,0.117075771303585,0.447502850154764,cm,D1,0,-0.106621149971196,0.419074190131398,0.253911617085644,-0.205386880204294,-0.459136436695781,0.113943338369948,-0.186597095380406,-0.358108647849465,-0.297276644006814,0.283142488533306,0.040863563304304,-0.302533530611301,-0.415965015520355,-0.311020410294932,0.466959213176106,-0.10823922606178,-0.0247373026915027,-0.527307798012883,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
207,5,0.116913391281018,0.446262369228225,pm,D1,0,0.268689455531355,0.149928699375821,-0.0888920679092009,-0.0212955043594368,0.129993568415775,-0.103539303237675,-0.154599620126362,0.237613472652291,-0.0774169309958851,0.458334556244007,0.462237989033528,0.0187268342119758,0.0751417899801315,0.281131844928758,-0.307778388924233,0.0609464722450795,0.348878873094891,-0.185783984760822,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
