crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55
233,4,0.131960946243304,0.694868729929941,p1,C1,1,-0.1171083276,-0.1224446619,-0.296784878758439,0.387109055736472,-0.0493640986737894,-0.402375489673723,-0.0343559158759229,0.41514126531973,-0.487421322236084,0.0474125649738547,0.258056727571303,0.283183775542865,-0.236786205113257,0.130097529740979,0.0256427577692623,0.158129739324237,0.405640801945965,-0.193873688362837,0.143211839063449,-0.221905897946095,0.250149714881396,0.0193803553905974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
234,2,0.131960946241648,0.694868729912505,p1,C1,1,-0.1934893813,0.0746626248,-0.463534989044507,0.297852813767538,-0.257892945822375,-0.276987968639277,-0.025479017758617,-0.151933854856722,-0.212899952220471,0.380538021925842,0.429526988802225,0.056566625290218,0.167098008921913,0.0285345748667428,0.274036031075176,0.269820763344069,0.489528720183562,-0.200444186862126,0.227099740303251,-0.228476237285605,0.0495290276598448,0.408570072349324,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0
235,2,0.131960946241427,0.694868729910174,p2,C2,1,-0.0097514946,-0.3036151776,-0.230811515700209,0.383064472278373,-0.264685537060455,-0.0953831266610016,0.329190950821609,-0.225950290981146,-0.324688003578021,-0.352393767187203,-0.455319067378415,0.244316050409191,-0.0401779853826708,0.0433652952094009,0.484680377002885,-0.012695036233348,0.0198225702366094,0.300376381852079,0.222251195809835,0.0153351294854782,0.282251751428834,0.272346216128177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
236,3,0.131960946241341,0.694868729909275,p1,C1,0,0.147379887972441,-0.316500773865437,-0.221986146446076,-0.0471848077205997,0.48559879609251,-0.17914096501707,0.207383362909336,-0.0594903687703542,0.431890727829289,0.079258355289868,0.100444198138674,0.181795313295106,0.324951563058633,0.320544037355412,-0.0064949665885737,0.423080995379808,-0.161984914479769,0.209826121024087,-0.28198760166863,-0.30419568434425,-0.412619324317834,0.292513229673434,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0
237,4,0.131908083011579,0.694312116020182,cmm,D2,0,-0.181667013739966,-0.450215229552916,0.186424900526276,0.187338674098104,-0.0497589334496555,-0.221743726276722,-0.0592825670230931,0.481512285227572,-0.304051465056152,0.350108073544743,-0.427374481678075,-0.156041618199009,-0.435959545461007,0.12163657033468,-0.0755799631297016,0.218199990916607,-0.207488043534557,-0.0102715122934555,0.212245931050456,-0.252605035928732,0.344154016395475,-0.0241335355708733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
238,5,0.131908083011579,0.694312116020176,cmm,D2,1,0.2123170975,-0.18593023,0.0765562622299044,0.313030094377234,-0.151915239773905,0.181122011883089,-0.397622706873079,-0.113051595840158,-0.0458281861731276,-0.487293204286118,0.4704692088227,0.115419905118606,-0.177736269344487,-0.258821702673296,-0.0553518202294864,0.541501596401107,-0.283823322233296,0.409593513906963,-0.0200071573145156,-0.0473494901407853,0.208464344689294,0.0845585923533591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
239,4,0.131862035894256,0.693827452905881,p1,C1,0,-0.150967592534215,-0.0363170257914171,0.429179971769813,-0.142207501426337,0.165370799110895,-0.172986825816538,0.105880881193265,0.0839398868991034,-0.0113297671608389,0.466891269097437,-0.185107987568571,-0.297821938685334,0.369686425759651,0.11471837119823,0.224864688283434,-0.429912618978371,-0.0268009103858931,-0.508746700993207,-0.116828234544571,0.225188022490278,0.21137934857703,0.325643133506155,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0
240,5,0.131847743670572,0.693677056323831,p1,C1,1,0.354670644046677,-0.0910319858212644,-0.197005794560185,0.0680658578569042,-0.456386239973295,0.115574747355535,0.170108130305026,-0.411188427224702,-0.319189929040726,-0.279774528767529,0.049871439498696,0.283953585974665,-0.0861700033728923,-0.473291794626538,-0.0647656781590003,-0.210466444048946,-0.0736155297771463,0.516947745693649,0.284232989234706,0.16308186037503,0.0623742293981397,0.0205546674331978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1
241,6,0.131844396593297,0.693641837499811,p2,C2,2,0.1296689364,-0.0507701232,-0.3361846557,-0.0735533729,0.396741716958789,-0.0621646374698329,0.325957209857881,-0.316175135691233,0.46752622404935,0.191845860754451,-0.267847141946368,-0.394738891110836,0.0613305758187812,0.270409616181548,-0.244829531885416,0.295840392604928,0.038312965769207,-0.420169667535178,-0.109491264315019,0.069532343735149,-0.0970253018072054,-0.193861618668997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
242,4,0.131840702954227,0.693602973099511,cm,D1,1,0.0840315547,0.1072259926,0.393792916524987,0.162124466416137,-0.163999483211831,-0.0931842106333078,-0.286222265024844,0.205737075524042,-0.418062967978705,-0.286299126406918,0.353582235998955,-0.154458423452727,-0.0578674690022408,0.337577778477774,0.213777734975727,-0.396606922351942,0.20565022249129,0.346868100957635,0.0900645445054109,-0.163748745932229,-0.418062967978748,-0.0226177204984625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
243,3,0.131840702954109,0.693602973098265,cm,D1,2,-0.4424222577,0.2448791969,0.0392588899,-0.0332100752,0.272385373482066,0.152381112453922,0.1018230392894,-0.326494947189933,-0.144113437560199,0.205282698736772,-0.275954140512555,-0.0230720972863525,0.460528167993944,-0.0323624197603238,-0.152240950048484,-0.255930273709116,-0.415758641541986,-0.26522059618309,0.0842413584606143,0.337123401693131,-0.1441134375628,0.468964104644989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
244,3,0.131840241119584,0.693598113760725,p1,C1,1,-0.2931578885,0.3130199584,0.459685470300497,0.0130384474828199,-0.283476374931413,-0.0466403508395648,0.389304006487207,-0.273713485195917,-0.0853616048092704,-0.318186025695345,0.269166045910899,0.327918500705795,-0.0042640410009714,0.35106591095642,-0.0600252097461892,0.0933488397833027,0.141456130531612,-0.183720001552195,0.202846653443324,0.0727143963172393,-0.348554846085691,-0.302163714362556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
245,4,0.131761264421099,0.692767385878482,p1,C1,1,-0.2817997944,0.1518057195,0.269659790570489,0.0775108548881373,0.220865908798677,0.358236469220915,0.0209590005437806,-0.0835468948362002,-0.127945876458977,0.393178752296538,-0.443436014957041,-0.284697151844869,0.176324595780605,-0.296398145770026,-0.0851156281918777,-0.329460700066461,-0.48752683980543,-0.0248892952054376,-0.240481223428702,-0.116609449132637,0.0268459424484767,0.17990987035004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
246,4,0.131744567037162,0.692591815764844,p1,C1,1,-0.036086574,0.2912543786,0.29302286336995,-0.131726509482155,0.0007120903916254,0.572151711920422,-0.427404201093734,0.13928439051579,-0.176678406963424,0.0582714290036697,-0.0295872713090419,-0.483872439886642,0.0278748667665832,-0.226725348783096,-0.234138387814587,-0.198876144144167,0.310582544325094,0.167133595154714,0.0853348476177475,0.0304222243647401,0.208399474109789,0.410002168536723,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0
247,4,0.131697022207033,0.69209201195318,p1,C1,0,0.0182280041973716,0.341017255972946,0.456430107329215,-0.142302508724055,0.310417691007388,0.0859663396145368,0.267392217069297,-0.325717608099428,-0.354526510721855,0.0411069304390111,-0.0916413635752506,0.0574721998422332,0.121376986698787,-0.097445859400283,0.273712304687022,0.405081246139986,0.499458259069237,0.269378679057107,0.0041071523305688,-0.333293709889096,-0.237256676191782,0.27695478084704,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0
248,4,0.13166685111429,0.691774939022508,p1,C1,1,-0.2109840614,0.2858958371,-0.0280957915464614,0.0883294361636156,0.490663138408453,0.160576774468176,0.156695384092863,0.405436759783184,0.288186165529298,-0.10444614166267,-0.283667318953315,0.0248642243673515,-0.216545062409864,-0.229771282594919,-0.071496267588166,-0.449556372740248,0.167199883652639,-0.33834132828923,0.430252198032477,-0.326170928590556,0.227475946282078,0.151793800595295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
249,3,0.131574342885625,0.690803207830912,cm,D1,0,0.271178723885909,-0.344459623774585,-0.361337166347969,0.294218535340693,0.13866283365153,-0.117112379105717,-0.129569172569943,0.169595793101384,0.370430827429564,0.0075103631335778,0.113428678230962,0.270587254766606,-0.386571321769543,-0.0934810985316721,-0.202523904571591,-0.34445962377483,-0.123422635998292,-0.0934810985316706,0.376577364002213,0.270587254766609,0.0343274096571596,0.521565780009607,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0
250,4,0.131573035054481,0.690789474918554,p1,C1,0,0.0487469648797593,0.255455825327597,-0.210420220687961,0.301043369008442,-0.0189230563664668,-0.139427342125307,0.368056991153428,-0.260356979590151,-0.135705602871157,-0.399122680248915,-0.433445483021773,0.161380966856396,-0.261751332751419,-0.0380356146429502,-0.369399573058659,-0.278155814902269,0.22461212525015,-0.0397455006055218,0.307914012837141,0.209867499332858,0.124521809536956,-0.360038821110178,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
251,4,0.131572436747468,0.690783192426896,p1,C1,1,-0.1381920084,0.0317178604,-0.267674229820893,0.347648171014611,0.135203788418242,0.06032732654029,-0.424793727815904,-0.056409823193347,0.325254461484475,-0.138685680980711,0.202393651822638,0.314749705081103,-0.0500656903162531,0.495606773269847,0.0680091180191736,-0.194093782482972,-0.485282085045289,0.199688562366493,-0.0709803154295593,-0.417537649788088,-0.300113879616632,-0.288142772727229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
252,5,0.131560134789074,0.690654022685519,cmm,D2,2,-0.0196272116,-0.1671958702,-0.2560141474,-0.0307183419,-0.458411838613055,-0.27849538823007,-0.133010964614392,-0.466365670427719,-0.142631906273432,0.268451498576795,0.182768967711336,0.0805812163871309,0.470997393858345,-0.02502109011959,-0.397442471451274,0.202847747642679,0.253359735407789,-0.172893081676604,0.121799600520019,-0.40076191932491,0.112178564554664,0.334055615972288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
253,3,0.131491848660683,0.689937242490209,p1,C1,3,-0.120065695,-0.0366994925,0.1478325594,0.006807561,-0.3031698483,0.1828597916,-0.334206297621794,-0.21879475229848,0.350049031014875,0.196602517776379,0.122298420075781,0.328094282817711,0.113032631780801,-0.406439459278261,0.481540645336334,-0.0311481801807349,0.297285767548273,-0.218792964462426,-0.132334168893845,0.393841295612522,-0.149951065540425,-0.406439188686711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
254,3,0.13149184866029,0.689937242486087,cmm,D2,1,-0.1639298255,-0.465489303,0.063187005998358,-0.182377700802348,-0.191446137307121,-0.116632834943674,0.194678854658669,-0.410128263463115,-0.375700992992103,0.202505936643973,0.0104234523813604,0.364509516503111,0.141915301041631,0.13675895384232,0.396548444347117,0.0710140879836839,-0.419196699967903,-0.248124683603965,0.32617070331894,-0.182377700802325,-0.121068396278949,0.136758953842339,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0
255,3,0.131491848659706,0.689937242479963,cm,D1,5,-0.4389867942,0.023067229,0.1989824114,0.4277317948,-0.0926995358,-0.2451226384,0.4906642628,-0.2451217058,-0.1630460798,0.0230668787,-0.116762310520408,0.364959596914847,0.0147291762204124,-0.501065806869597,0.198983432849999,-0.0504367153363438,0.0674915841902927,0.177313847323426,0.330475281509705,0.177313847323426,0.198983432849999,-0.313420412655758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0
256,5,0.131491848659673,0.689937242479617,cmm,D2,1,0.1058874936,0.2193868883,-0.0997954559598368,-0.263956207188299,-0.152557682970327,0.282931776033776,0.0316963926998367,-0.0362056445285883,-0.415541380289673,0.282931776033775,-0.354428325970307,-0.198210282858463,-0.485920174629981,0.0295402798012485,0.286329262710307,-0.101951568858425,0.417821111369981,-0.329702131518136,0.154837414050634,-0.329702131518137,-0.222936477310634,0.0295402798012493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
257,3,0.131401626736538,0.688990779102147,cm,D1,1,0.19104738,-0.0335309951,-0.105032379302594,0.0842021484880009,0.14496742870179,-0.348810220858025,0.449794634454282,-0.285969835789702,0.10180259342643,0.316770059900115,0.470400966689906,-0.023975696336489,0.338999339953377,0.203618597368401,-0.313008619018758,-0.172818373257934,-0.181606992282228,-0.400412666962824,-0.159860611076543,0.341222410406387,-0.0502053655456644,-0.172818373257932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
258,4,0.131392085147147,0.68889072206956,p1,C1,1,0.0142402546,-0.4632344788,-0.305148970486907,-0.325227951345334,0.435766884501422,-0.195898151072388,-0.257679258529635,0.186257166966551,-0.0774107893130999,-0.106789406904251,0.226448166110037,0.279919816149339,0.0016553444293554,0.143817988541854,0.295641577488077,0.0264088854596939,0.167189967629748,-0.202841423334131,-0.192684725356908,0.440876943918225,-0.33674539227209,-0.0643502284795563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
259,4,0.131375893770454,0.688720949256949,p1,C1,1,-0.3196363964,0.3219517829,0.483741848045259,-0.0100480366672788,0.218815942240209,0.221496652158621,0.0536452800523058,-0.242245506238344,0.312335269094249,-0.288267147076342,-0.255362646980159,0.0211294767037414,-0.038834363583741,0.169971689618435,-0.310580420050842,-0.235754737278077,0.0258576285417193,0.424635091014831,-0.131841835021828,-0.428345027993285,0.222846184662828,-0.0412242244423021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
260,3,0.13134990818018,0.688448524081679,p1,C1,1,-0.2226502875,-0.0553326956,-0.39821371525003,0.195671469888944,-0.203332369648585,0.371831779415065,0.144418813826371,0.0301021957307623,0.301645444732618,0.260200907638255,-0.405723492674077,-0.338380706970013,-0.143237262504411,-0.348971858327824,0.0892986929447288,-0.226749835193192,0.406905043996038,0.0195110443729468,0.351784923114395,-0.237340986551012,0.0391592145629505,0.27079205899607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0
261,3,0.131340606933259,0.68835102568094,p1,C1,0,-0.0044565274597968,0.415210908068784,-0.395377118228093,-0.211851940908317,0.374355019331276,0.337333526671789,0.149146538364891,0.202120508736378,-0.0141487969622263,-0.290847345669786,0.424552735247773,-0.0206029867957147,-0.266897040331646,0.40396825171236,-0.231688123929864,-0.0064077069565651,-0.411758270453999,0.184841247156038,0.0297569528529561,-0.0318614285786146,0.232092461368728,-0.199377881836351,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1
262,4,0.13129921435774,0.68791722028456,cmm,D2,1,-0.1892739884,0.4123298129,-0.145789617989563,0.0985498394277661,-0.395789617990308,-0.33446286246486,0.169859990068412,-0.220754407841599,0.0385607740059855,-0.448171317118881,0.169859988213613,0.0418440208738815,0.397276899402496,-0.0894551918775561,-0.46143922424953,0.155255657950076,0.311143864616744,0.286554870797049,0.0488052889574902,0.274875552113431,-0.34038452493534,-0.0777758732593088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
263,4,0.131251275412431,0.687414978046139,p1,C1,3,-0.0790560795,-0.00778958,0.20204981,0.0095353869,0.4044349689,-0.186467916,-0.0443611175224492,-0.289819452718708,0.397245701496593,0.219115029544862,-0.0489335975916327,0.402988585173612,-0.243447217354206,0.226715952821281,-0.289874283791792,-0.196916953409159,0.213543720922806,0.406628153146458,-0.419053608377327,0.0316006417321884,0.201153014918007,-0.382719398690537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
264,5,0.131228378694933,0.687175160587172,p1,C1,3,0.4893714822,-0.116785309,-0.0321070907,0.0293273834,-0.3033559819,0.0617524341,-0.361885365620261,0.330355329012087,0.437867513685698,0.160694961944969,-0.144950146098712,-0.303066467064791,0.169215804955456,0.244417837565146,0.237622153910921,-0.0089674834820419,0.100809282815248,0.497803111857644,0.338361850990092,-0.366009820913618,0.109290128861558,-0.237909486719397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
265,4,0.131197952178479,0.686856541662802,p1,C1,0,0.442229163184787,0.144750604482585,-0.252550487490256,0.0657736915108701,0.126970288985629,0.0040041724782762,-0.0227933786239529,-0.211454534673311,0.247243520763285,-0.340480200259431,0.134594592317786,0.266289285708147,-0.378955406552876,-0.16416849048295,-0.126146029086351,0.295716126739608,-0.226046038436122,-0.37740623518459,0.0192986799139568,-0.470452351713047,0.365160954124114,-0.106072244906158,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
266,4,0.131195489702455,0.686830758457111,p1,C1,1,0.2875375598,-0.2084078418,0.195803372476098,0.0851750507474189,-0.0009183041970106,-0.100576885602444,-0.250918442162028,0.33243561382117,0.0517864677344523,0.394586790734322,-0.417249273974288,-0.210881055528673,0.433568480986341,0.276540174720608,0.448518068027768,0.0145754138836617,-0.207081939158323,-0.367975668578968,0.0550761774750256,-0.356923611923164,-0.0569126700080339,0.155769866026069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
267,5,0.131186803937709,0.686739818548669,cm,D1,2,-0.400471298,0.1862992664,0.4562758992,-0.0618215644,0.043796155963736,-0.397198530200545,-0.127929162103532,0.279297397601921,0.230451250866116,0.15069510579575,-0.246766902210386,-0.151133134252858,0.0609735406786041,0.536353274325934,0.171961724007736,-0.105076052385634,0.288941191986663,0.406466169243667,-0.0545076342715545,0.0274061723470849,0.298650760782617,-0.334836358075319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
268,4,0.131182360140964,0.686693294349712,p2,C2,0,-0.296416957963632,-0.386810802667072,-0.156127998333526,-0.165103215393842,0.0632940824062538,0.257507013844142,0.0569279398504028,-0.474820254377767,0.350238144222326,-0.29880135095637,0.493249122494806,-0.0788397485295756,0.413916961577916,0.171243546979883,-0.285959068352455,0.0628861258183186,0.193125152425181,0.0295176726319814,-0.194043024515358,0.308623154639683,0.101209108588086,-0.216219356189382,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
269,4,0.13117193911243,0.686584197880171,cm,D1,1,0.1228542399,-0.0038680355,-0.0374959403883173,-0.284163220068714,-0.200064464838674,-0.0025862760079779,0.12614428129217,0.368836178540249,0.447269713852218,-0.187369386256068,0.377826119116326,0.294805354206161,-0.491001941769481,0.0676088911370772,-0.103030993338595,0.241152961397026,0.222105166853593,-0.321999387433236,-0.359830002658681,0.294805354208081,-0.297096884320558,-0.246325932222597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
270,3,0.13107955843081,0.685617454815179,p1,C1,0,0.147878304190397,-0.0722433111770504,0.14699455732395,0.189914316110696,-0.467237760108126,-0.0175793003761586,0.408129978991907,0.213059382625258,-0.0336361471473986,-0.261399084309173,0.288787951917539,-0.293313150212313,-0.381577792913487,-0.26534889611762,-0.210716759179519,0.194877236718803,-0.0292023078417628,0.384033009850994,-0.209833012313283,-0.0672803905689801,0.107273500579782,-0.482468923344454,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0
271,5,0.131038148075194,0.685184325832358,p1,C1,0,0.423824694684556,-0.0370292911771372,-0.369068021866818,-0.286343382311156,-0.262484297000946,-0.0469192928848359,-0.23680402606077,0.362089673271715,-0.0909845273724439,-0.506097204541542,0.024360891950483,0.340252306120852,0.225768935625289,0.172565738540161,0.0841007109660185,-0.0479203134581419,0.260355157480446,-0.241874831548851,-0.0897596323986721,-0.244023770870344,-0.412715317107146,0.167823869059283,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
272,5,0.131025077948777,0.685047648089765,cm,D1,1,0.468663503,-0.1583909934,-0.495434711662391,0.151012005540257,-0.245434518458575,-0.282001030990796,-0.0489927471577539,-0.0929355789058683,-0.233478341528422,0.226602843808707,0.180512477348357,0.101300211337573,0.0494873993995752,0.328242303410524,0.204421017733049,-0.159656999527745,-0.164553904318169,0.479426312183742,-0.302407850452799,-0.0262192418669247,0.311537555297129,0.32824230341053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
273,4,0.131019257349348,0.684986784941355,p3,C3,1,-0.3371663721,-0.2853381827,-0.179992004450871,-0.0331416822831678,0.302655936209281,0.318479524487136,0.365844863451512,-0.27531645659394,0.162836265070011,0.003340461869996,0.0123056974495103,-0.211146673868603,0.42385285721485,-0.0197792658661493,0.0523502405456732,0.240947325344741,-0.372290818112008,0.14486210826641,-0.192161534303672,0.335171394167531,0.0529611476257133,-0.470012116823952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
