crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55
274,4,0.130967239619721,0.68444298115504,p1,C1,1,-0.0889994817,0.3999542935,0.0840088087132105,-0.410367681455005,-0.486074346588251,-0.161014637765526,0.12889490770337,0.141574434425981,-0.121967970087094,0.0662253271908736,0.400720570644042,0.140493253570144,0.265698341818607,0.364945184142088,-0.236065799036098,-0.239151681255406,-0.345039714434881,0.203515779473885,0.263917136528817,-0.0828774961459781,0.0130542587382761,-0.158226603381058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
275,3,0.130927836259134,0.684031194259186,p1,C1,0,0.382915162288518,-0.252453202707504,-0.413929785778268,-0.0872369259548577,0.135256979511632,0.257306743038827,-0.118409481314941,0.19233197961595,-0.152837969208812,-0.0672505168112208,0.20719152889541,-0.446591292471258,0.192949205261994,-0.0722274320723666,-0.138492019516597,-0.476889689007948,0.0172255718687437,-0.266365521836366,0.362549718476982,0.127282114434443,-0.379501297884663,0.172345570472301,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1
276,4,0.130904144596929,0.683783662943998,p1,C1,0,-0.299312112694861,0.259775061896306,0.492843544516478,0.0613476589110356,0.029750279674677,-0.147069136928114,0.0096266023117574,0.5223984696807,0.255945968532856,-0.278898915933711,0.0414869236608666,0.26253600564604,-0.316729414345378,-0.118321821786123,0.302408677521077,0.24100884482235,-0.229451643827896,-0.365154094927446,0.0286801865096741,-0.408875239208615,-0.127302413459251,0.0624017008275808,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
277,5,0.130857033396441,0.683291576576582,cm,D1,0,-0.046905374565652,0.28730893044818,-0.357551633973813,0.353791582217693,0.16599342048202,0.0515227040946039,0.446176466019296,-0.129551962468594,-0.154458417968292,-0.36012551970335,-0.177762407962064,0.0606579000777887,0.220750224133246,-0.262507828177488,0.34311154568868,0.244197099073666,0.0839516588308021,0.513959960818546,-0.0111260995528355,-0.141150408663487,-0.435851684231389,0.104065021982441,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
278,3,0.130854454552509,0.683264645124334,cm,D1,0,0.0228606555567445,-0.17661124003276,0.0228606555566045,-0.438320149137783,0.0942916585500888,0.427705254646546,-0.405708341450005,-0.176611240032574,0.261151746452958,-0.0684035272554469,-0.238848253547249,0.319497541869472,-0.0605683113698037,0.0714435131619929,0.439431688630177,0.179650501451862,-0.322277220473819,0.071442788674394,0.177722779526161,0.179651225939548,0.367645094868147,-0.307465694585252,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
279,4,0.130775034110508,0.682435499299295,cmm,D2,0,0.149197577625563,0.284177630403432,-0.220027389254395,0.284177630847236,-0.481577457475411,0.284177629959628,-0.350802421379595,-0.0587476369389737,0.14919758068953,-0.238922506038601,-0.111278306444107,0.0463077605938991,-0.0903265352547572,-0.343977901271433,0.388721695603699,-0.343977903620079,0.409673462697437,0.0463077583424641,0.149197578024325,0.0226275621824158,-0.350802419932288,-0.32029770515999,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
280,4,0.13076904374836,0.682372980605547,pm,D1,0,0.132384626174704,-0.412770321782474,0.420419755971537,-0.288908697809223,-0.187639370193476,-0.0378276036830343,-0.187535015323784,-0.299365670361809,0.46441043496934,0.215870392411824,0.137935556026073,0.0735606514765381,-0.0369042249940117,0.319083900675522,0.377715010430537,-0.0308806452263019,0.224630980565374,0.320311689115659,0.0389114170417019,-0.168506263054195,-0.274141966967995,0.208991098937495,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
281,4,0.130750905485808,0.682183697246908,cm,D1,4,0.4705337071,-0.2874428217,-0.4835948072,0.2719729567,-0.1265232886,-0.3555961156,0.143697632,0.3685724874,-0.284637232674309,-0.0593009102055405,0.139874355234364,-0.304392789758976,0.457518379850247,-0.0157180123114279,-0.193459554280731,0.360124273195827,0.199674059914847,0.0278652851600392,-0.026793151522209,0.158616190645848,-0.0267931515222087,-0.102885620325769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1
282,4,0.130750905485414,0.682183697242797,cmm,D2,5,-0.1159028917,-0.4093715746,0.1318773285,0.3110351801,-0.4825314064,0.2256338159,-0.2492888404,-0.1783541477,0.1363089449,-0.263758647,-0.16149836123183,0.334105742268686,0.42967880823183,-0.286828003335353,0.263012316985854,0.001846827421911,0.0051681300141458,0.0454309115114232,-0.252676170781813,0.089014322209374,-0.479143382218188,-0.0417365832760409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1
283,4,0.130726649215786,0.681930609942876,p1,C1,1,-0.4670608285,0.1913114611,-0.38444408552648,-0.107502322013353,0.231290387168484,0.195932100125182,0.0295922159122008,0.43369653489923,0.179832599793422,-0.388150358984497,-0.169485770522224,0.264209713647645,0.172080656907808,-0.058728527187338,-0.14779808848278,0.0036574699257566,-0.209501024951658,-0.415432410740808,-0.0269973295266245,-0.228215348438904,0.378910586227853,-0.218663537732916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
284,4,0.130715986029744,0.68181936626854,p1,C1,0,0.148473182202464,-0.370846393272114,-0.443218892872369,0.19629890582505,0.148300788756489,0.34526173323708,-0.189722926706831,-0.214121222568744,0.150449694268314,-0.109421892861447,0.390206474796244,-0.0051944386768863,0.0202983285502534,0.117309882628088,-0.451152458547654,-0.212991666726558,-0.23066917323302,0.0440842787481904,-0.0968838353437059,0.435987562634004,-0.0977102732701854,-0.458825835566663,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
285,4,0.130704890308667,0.681703619806975,p1,C1,0,-0.234228128484279,0.142872829738632,-0.477192580366859,0.0464189624038507,0.0087372103985737,0.239324462715892,0.179305038385873,0.0076834820353744,0.0021552317176024,-0.184548199536102,0.195882408648092,-0.360061316769439,-0.197072628022022,-0.353791613901246,0.0253759331300147,-0.558209279688166,0.0418720241117596,0.498625749875455,0.269792558264855,0.252932502723641,0.373032215316385,-0.167829635197892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
286,5,0.130681514466917,0.681459803819355,p1,C1,0,0.219796303634433,0.0547191720464681,0.0112528457916968,0.245948983908394,0.286907037199512,-0.305591699988947,-0.438514129627223,0.0505645207675572,0.0441045151717621,-0.402326224283546,0.200063316510032,0.426673191032371,0.0465491701107683,-0.140974628620223,-0.470289405590736,-0.208859774029456,-0.177562892021123,0.0652302797085513,-0.209338167984501,-0.194194015088446,0.393045788505381,0.250410891047276,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
287,5,0.130668429108603,0.681323339235178,p1,C1,0,0.104120308291021,0.498996492480928,0.326354013478105,0.292202919393432,-0.0474689077048165,-0.344963798202242,-0.0593326143859005,0.0325298561222152,-0.426736327876034,0.0145649890754285,0.20018151478796,0.0633417080946761,0.363206996184233,-0.140912167947752,0.213666014578807,-0.355235401133858,-0.31561020306369,0.251098153445779,-0.0577959480547965,0.293862196484878,-0.233967089334886,-0.161891731213481,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
288,2,0.130618921334105,0.68080715621392,p2,C2,0,0.45337218357582,-0.0232505527276779,-0.0548032974118781,-0.0818114167255367,0.285532418665525,0.176936918800381,0.11303646749816,-0.281998888253812,-0.382875792008114,0.180294245637649,-0.218555321828449,-0.285356215090457,-0.0507155569184105,-0.485543686618731,0.374089231225363,-0.272167052599696,0.0244796549383107,0.167105083146568,0.0724775001715339,0.423895692972763,-0.173908614007859,0.337067741358549,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
289,4,0.130553446646971,0.680124797747093,p1,C1,0,-0.147018924912979,-0.154474853255021,-0.192703587206456,-0.411554065477274,0.474091205130181,-0.0401541091121643,0.159769819307899,0.102529170952968,-0.34099812202584,0.20623586798341,-0.416654046742489,-0.277304293040658,-0.0313647259811878,0.354161374654484,0.228974215009638,-0.408233017747117,0.235944441106541,-0.147219175827243,-0.101337063016747,0.102604856600457,0.397916583331443,0.209594237668157,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
290,5,0.130377499331255,0.678292820141543,p1,C1,1,0.2928718792,-0.2375805274,-0.0745761199243283,0.36297036903775,0.398765224398457,0.0418447743506502,-0.002347001298092,-0.245136027587488,-0.0635948511703618,0.0083237724075625,-0.361417581960538,-0.0605314092158367,0.0588993732978214,-0.498596184074388,-0.38905760383106,-0.319817348901126,0.298158602762156,0.364705268909286,0.15894783663187,0.144220503174952,-0.260094621405922,0.179732668398636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
291,4,0.130346811476731,0.677973548767743,p2,C2,0,-0.0399125078454494,-0.0987294038440487,0.125136035844107,-0.300521730939406,-0.204961051535005,0.103062923251308,0.0134854152817028,0.49823978810603,0.406689569027384,0.170326807990336,0.0183397842130356,0.237591365607673,-0.0981647999039491,-0.435050173295746,0.348436871592149,-0.165993288583047,-0.428261887283062,-0.0314655191050262,-0.263213343593507,-0.233257846200387,0.183388327902593,0.035799038512314,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
292,3,0.130309966474226,0.677590318732534,p2,C2,0,0.214542596044287,0.179935107881712,-0.0831168661352923,-0.247954880754608,0.0533680053254888,0.384741115500348,0.0780577245837799,-0.452760888373033,-0.0954617257643824,0.170796121182246,0.226887455673483,-0.238815894054812,-0.291457417070855,-0.0913759412834129,0.422883146979968,0.0233561684106798,0.0657128649544144,-0.0340098864363899,0.487328826491659,-0.22917007545782,-0.355903096582551,0.16115030258509,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0
293,4,0.130215070137541,0.676603787499581,p2,C2,0,-0.383619357699727,-0.320942240079268,-0.0875515969698035,-0.269142863159343,0.320312881565857,-0.372741616995444,0.219422598528806,0.305904959806245,-0.486661313925851,-0.0817640361790469,-0.0230335774560048,-0.521454739855063,0.255794862058035,-0.120429740297889,-0.356883082074859,0.144026726478504,0.0896443666741624,0.0801141971511083,-0.115169399694428,0.240971833182993,-0.152069315706187,-0.0168309095527962,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1
294,5,0.130105693673959,0.675467614109906,p2,C2,4,-0.1514420879,-0.4443673612,-0.4275619088,0.2561589224,-0.0543184809,-0.1817476229,0.4753159212,-0.0064609384,0.210498285102472,-0.0941049611543891,0.280164389145812,-0.34481714684338,0.140832181056963,0.156607224534,-0.24305802926673,0.0274288842997454,-0.335945400536721,-0.215638806609763,-0.150169409795008,0.270496098210153,0.0711659799932125,0.407319383263635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
295,4,0.130022626619463,0.674605373698018,cmm,D2,1,0.0461633557,-0.1663883851,-0.114075873056033,0.11114560871277,-0.256371479590961,-0.10651351490247,-0.244098499663967,0.336351404157894,0.145570260625955,0.125547657042517,-0.449502583972785,0.0676241038143207,-0.183465993294787,-0.356129868132813,0.398197106870961,-0.312014876011306,0.325291620574787,-0.0623985227809619,0.0913282112527848,0.379872909056342,-0.0037446333459551,-0.544076047956292,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
296,4,0.130000400019205,0.674374753800865,p2,C2,0,0.170801433888771,-0.319644876727748,-0.0158111770259511,-0.50068672125072,0.357414876977966,-0.138603889989701,0.151978561169184,0.132292199626344,-0.362975268885309,-0.0135734754348569,-0.0227716474981369,-0.0602247622013013,-0.166347838617426,0.15653845738252,0.00840237004996,0.349055419210095,-0.157428497951936,-0.282638675090176,-0.417011056144485,-0.267897185921897,0.411450664237363,0.115719820497441,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
297,5,0.129908763097812,0.673424359097363,p2,C2,0,0.122960433772728,0.0829297401727351,-0.0516331336813782,-0.162637041782062,0.297554001226861,0.328496522127538,0.276428733097497,-0.126719080526971,-0.0305078655520553,0.292578560872431,0.134239888945522,-0.344175925710423,0.111680978599936,0.510035406055871,0.483427428143706,0.146958052142242,-0.237506560598261,0.0189014282031981,-0.289619473386967,0.273439031003044,-0.464459659067589,-0.107579550657602,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
298,4,0.129826860762357,0.672575491939887,p2,C2,1,-0.0901512763,0.1588950937,0.159800591048434,0.0781534774534402,-0.340199408904405,0.0781534774392633,-0.422039814223646,-0.205569599755201,-0.258359003587383,0.361876554631996,0.23993646926532,0.325131808737872,0.0796647129237159,-0.168824853860897,0.495497477924789,0.279212031358304,-0.175896295735797,-0.122905076481573,-0.0040070038985473,0.414079192074222,0.323608186087518,-0.257772237197427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
299,4,0.129731907556804,0.671592030669684,cmm,D2,2,0.3867278809,-0.2412884986,-0.1429460083,0.0302533482,-0.128110315439288,0.327496615023964,0.12188968437781,-0.105516086443018,0.121889684430874,0.396933431038434,0.307023730728815,0.0762718565978025,-0.378110315569126,0.258059799944429,-0.0632443617143821,-0.287304029747414,-0.313244361674391,-0.217867214056431,-0.442976269231195,0.0068350411947819,0.371889684390883,0.32749661534745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
300,2,0.129731907556803,0.671592030669677,cmm,D2,0,-0.0387461989927728,-0.505496768360403,-0.168478106549577,-0.28079451310919,0.331521893450426,-0.141920882015185,0.14638784730217,0.0398670612321175,-0.103612152658832,0.472879763078648,-0.0387461989927753,0.221655004330029,-0.353612152638763,0.0398670612430465,0.396387847330186,0.109303876678254,-0.418478106518525,-0.211357697450393,-0.103612152669814,-0.0295697544157513,-0.288746198961722,0.291091819988828,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
301,6,0.129514100225341,0.66933884750523,p2,C2,2,0.4283765141,0.0099005284,-0.2769227271,0.0809925416,0.0761475415182616,0.0455231198303683,-0.0071863664680602,-0.554423729261102,0.15948158383367,-0.220555172896675,-0.340518550493304,-0.220555434842616,-0.0071865007831248,0.31160141256495,0.242813601891067,0.243810872726323,-0.0905185188447892,-0.152764633073786,-0.257186398108654,0.379392709690347,0.409481481154932,-0.28834647003781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
302,4,0.129427438736181,0.668443400685229,p1,C1,0,-0.327403189102934,-0.189336719601202,-0.112100126323363,-0.333039324827999,0.443791675657339,0.280237282594157,-0.125059259326402,-0.0048957533091653,-0.210438527843215,0.34453756994663,0.0813751883619727,-0.161070867840537,0.318762288291663,-0.264285267893432,0.249686675178346,0.108979884563336,0.0130964324752479,0.214007998175613,0.457300779876133,-0.0456235795691755,-0.348594219644786,0.125633818461773,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
303,4,0.129373778991026,0.667889251310701,p1,C1,0,-0.20601229623651,-0.392006497623417,-0.422553338207325,-0.250372194208291,0.0105328261860697,-0.533634562344596,-0.0681423697590149,-0.136259997904962,-0.018816548820687,0.117742486631025,0.164136095181687,-0.250264442934467,0.213461916119964,0.0037380416014958,-0.129249214128769,0.460002595575554,0.46120700524774,0.0783883569038899,-0.251097783922404,0.231741287419877,-0.300423604860749,-0.0222611971161082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
304,4,0.129223199714214,0.666335431766723,cmm,D2,1,0.4154173699,-0.070426466,-0.14021587608403,0.399573608301866,-0.439847621720766,-0.303212388411429,-0.269439075982933,0.175752460986855,0.145356650480659,-0.322176364401367,0.274579850309937,0.160091182952476,-0.0784644964471643,-0.192953163831836,0.145356651468292,-0.0637299649729393,0.274579850428816,0.418537582380904,0.498400997791016,0.289314382563737,-0.310624422043827,-0.0793912409682671,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
305,6,0.129156415222546,0.665646865412862,p2,C2,1,-0.0525264827652904,-0.431055741275709,-0.305357408007711,-0.345127633065771,0.430905225433044,-0.0865408543289109,-0.0590108454643412,-0.172824311327799,0.184558538608784,-0.258844503810689,-0.308007405261787,0.171426365248809,-0.0664447792315954,0.262930551371377,0.191867839517407,0.262599843662993,0.433679975988943,0.171757072747378,-0.302589239577308,-0.0868296353652538,-0.0718629515371452,0.521186551846531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
306,5,0.129151241074612,0.665593533391232,cmm,D2,3,0.1396547598,0.1463491529,0.3783217395,0.2878004119,0.1427965613,0.4238028117,-0.217908012029551,-0.214575312163763,0.0057885015038889,-0.343726549546275,0.134939743505946,-0.120030038679931,-0.0887567700274938,0.009121198702581,-0.441604522266001,-0.0854240690706977,0.358636253739606,-0.249181281777828,-0.312453280263943,0.138272441795647,-0.270514988262451,0.393147611140266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
307,4,0.129151241074612,0.665593533391229,cmm,D2,1,-0.2479099791,-0.3632787076,-0.0096772210353875,0.502675949271856,0.232020296815389,-0.363349454571856,0.490322778952109,0.153255509785865,-0.26797970317211,-0.0139290150858653,0.232020296802884,0.153255509726592,-0.0096772210228847,-0.013929015026592,0.49032277895477,-0.105046972363358,0.232020296805545,-0.105046972422632,-0.26797970317477,0.244373467063358,-0.0096772210255454,0.244373467122632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
308,5,0.129151241074608,0.665593533391193,cmm,D2,0,0.447921633637186,-0.230406034975371,0.206224115786205,0.188226346005339,0.0770728747117428,0.411922857407231,-0.370320148145511,0.153620375350902,0.0244658974617611,-0.195800064135183,-0.328381855014623,-0.101254793807887,-0.0174723956692074,0.0590751050235786,0.224225122181782,-0.359557275957145,0.429920627134404,0.317377587172809,-0.199230613940071,-0.324951305209736,-0.146623636743669,0.282771616425462,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
309,3,0.129116150341169,0.665231895483589,p1,C1,2,0.3572983692,0.1918875105,0.1219221894,0.320823754,-0.445164348110821,-0.280818897433066,-0.354589466166164,-0.0389922821145578,-0.0229912996474127,-0.0417703885807281,-0.0190668753127959,-0.431509186374749,-0.378077260346334,0.218169621440856,0.148390740001219,-0.23493383647289,-0.166073811773394,0.451479433624767,-0.120692409582874,0.197266040093003,-0.190448914961425,-0.238345738482635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
310,4,0.129044799412315,0.664496870489151,p1,C1,2,-0.0640550421,0.1798550504,0.0879501028,-0.0595307738,0.375683896439882,0.0932018585893508,-0.342077909148104,0.14884351419402,-0.269607893093926,-0.0988626379188555,0.0634138451899862,0.478618685167817,0.309473118753814,-0.341316063614463,0.0854522451858688,-0.46947568762809,-0.111916513667032,-0.303175314656994,0.275012380858677,0.330847575933556,0.476359160080834,-0.144442270966343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
311,2,0.129036154491676,0.664407842022774,p1,C1,0,-0.029830255411847,0.266319696629684,-0.195541365306371,0.0684784857519581,-0.250898190348995,-0.183586860111375,-0.010792155263066,-0.278193459137625,-0.269936290497362,0.360926295657218,0.227851453131132,0.252126256369688,-0.0261751414161263,-0.535806891242814,0.245446695655604,-0.247485676021944,0.491420101108197,-0.16939341984982,0.300803520698058,0.0045796698415083,-0.453223073849229,0.0826719260135228,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1
312,3,0.129026282055428,0.664306179459051,p1,C1,0,-0.134455051345858,0.0969587127721549,-0.389213047303257,0.0558553146162477,0.363141744802169,0.128401691859178,-0.01489533407897,0.32564321126571,0.303784259434338,-0.35676836941249,-0.0954207392935195,-0.482919848350508,0.498879300041439,-0.176669529478744,-0.171052891804826,-0.158485457092666,-0.325185630669308,-0.365449764774741,0.0587119995709393,-0.275955540668321,0.251234092146852,-0.10412315223582,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1
313,3,0.128990069879954,0.663933346950615,p1,C1,0,-0.384735801775924,-0.022104956483836,-0.215463650729777,-0.216785955532927,0.311396460487505,0.392661415411722,0.260799535413859,-0.189265488350315,-0.123300419437725,0.446280128803772,-0.318250044235331,0.277317421966299,-0.117595017410189,0.115171460806703,0.445990204499321,0.172574440369074,0.0169987266016426,-0.10491551423601,0.0773546073873917,0.284134167644117,0.211948351399224,0.0640471926013991,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1
