crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55,contact_graph_56,contact_graph_57,contact_graph_58,contact_graph_59,contact_graph_60,contact_graph_61,contact_graph_62,contact_graph_63,contact_graph_64,contact_graph_65,contact_graph_66
249,4,0.122820368648538,0.656661085470826,p1,C1,0,0.0565061671533684,0.226870634405383,-0.206621887807159,0.417184788635459,0.38168036592649,-0.201119042280807,-0.0536061599588566,-0.403778028962914,-0.257391189837637,-0.26662470812395,-0.164649038284671,-0.039164238711839,-0.27378083404874,0.180903075928843,0.483620780560817,0.219443901371502,0.319634300208885,0.0365564876940254,0.0800468092681723,-0.0176395085103532,0.0329656031335536,0.471380784839839,0.142092874985778,-0.255315038485186,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
250,4,0.122807588823406,0.656524437497388,cm,D1,0,0.185650210088216,-0.177067726239079,0.343822207188437,-0.364973114197497,0.343822207188413,0.0108376617193595,0.0081455238415788,0.20061551585903,0.008145523841606,-0.554750968337173,0.0804829333029446,0.435336871263462,-0.419517066697074,0.0765530800428193,-0.249129620029538,0.273705036893369,0.250870379970434,0.238184914412931,-0.0599649675585991,-0.177067726239071,-0.1767922105682,-0.393119133967075,-0.176792210568218,0.0389836814889218,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
251,2,0.122802903639742,0.656474344845547,p1,C1,0,0.0409032341395263,0.31468242504962,-0.414156587876884,-0.309883679944711,-0.200553983060414,0.269731064319734,-0.222066118666887,-0.156836418590282,0.19504664312073,0.123470443110567,-0.0013435410858293,-0.475399883001215,0.43894401761128,0.152389006111238,0.0123344565640062,-0.230175241193549,0.217866227178467,-0.364633055535043,-0.332467931471151,0.062557410627724,0.475441599318853,-0.090489850726705,0.231544224828303,-0.119408413727377,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1
252,4,0.122791502402692,0.656352454043977,p1,C1,0,-0.353106937355159,-0.160063683776123,-0.211537246337408,-0.360735143715948,0.12179455985807,0.324921955138883,0.0406507157208307,0.078074032427182,0.275984084427276,-0.378525286855203,-0.36155750916326,0.2469853570345,0.279202575680919,0.136418032622783,0.0958964557232981,-0.161214330141542,0.340696664784538,-0.141621732232765,-0.49467412840312,0.0406095398189355,0.0311838753660356,-0.398117884763981,-0.116757300102019,0.26657795494328,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
253,4,0.122761638396251,0.656033231134849,p2,C2,0,0.0456661374627891,-0.179988060040321,0.0563055628038776,0.0653045857429141,0.281762778251354,-0.247367995149247,-0.179791077984688,0.13268452085184,-0.414448975428433,0.0604532906656596,-0.0778328178849548,0.356036692644198,-0.483579324304901,-0.175136764963066,0.179804518151621,-0.470720166941604,-0.120015618663644,-0.361181975870266,0.221987318930311,0.246498501572859,0.465870275895489,0.274831922630839,0.136101424371177,0.476510006856194,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
254,4,0.122748834824299,0.655896394729501,p1,C1,0,0.464138425196142,0.300823299807162,-0.388404755954851,0.0859971259955362,-0.0476286304131133,0.275908606367172,0.162830778996607,-0.313825446560389,-0.249902376405711,-0.205650380225857,-0.0127377913502023,-0.142230624641806,0.27243757082583,-0.0941541990385563,0.218858558350065,0.290484406110888,0.0743609274579369,0.488952389598035,0.0968690004790184,0.0774406228800254,-0.486227080267361,-0.139169253974901,-0.290581750814362,0.311163210182692,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
255,4,0.12272754192959,0.655668861464894,cm,D1,1,0.2971270835,0.0821207075,0.429061625977586,-0.150885905217293,-0.0709383740224142,0.413479912813049,-0.244294616044168,-0.0954157801517414,0.255705383955832,0.358009787747498,0.185220567736764,-0.178988156164751,0.185220567736764,-0.424443240023932,-0.0082851125603267,-0.0279790508595487,0.491714887439673,0.290573058455305,0.0620599043468718,0.20717999487045,-0.437940095653128,0.0554140127253063,-0.377292894413454,-0.301715698094341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
256,3,0.122707118003273,0.655450650979572,p1,C1,0,-0.131125215405195,-0.3135685870892,0.0659201140277371,-0.459860368756335,-0.402969318902565,0.162730691002288,0.41959607827613,-0.0068131350614272,0.205051676261148,0.112345778993338,0.184713971845688,-0.132224303015453,-0.055126644226632,-0.0802182830107731,-0.374366016524523,-0.346157847674628,0.399258373860671,-0.251383217070218,-0.158397850162623,0.142409669545063,0.0368671923824843,0.291069382966469,-0.189508417232321,0.385844013570879,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1
257,4,0.122703714090181,0.655414286893393,p1,C1,0,-0.140666380252752,0.42137733089364,-0.365235242789234,-0.240392700414306,-0.146192603317563,0.0033216298647834,0.121730592948719,0.0067905865942984,0.460484159463032,0.199414929178228,-0.0998507333033081,-0.428735493742366,0.161133442764107,0.381646027036591,0.233556948390825,-0.233923051242684,0.3648565985561,-0.0265943082460214,-0.009569057216557,-0.200538156402363,-0.391599879891085,0.0035944134187559,-0.0148929531522839,0.210650372861445,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
258,3,0.122679476828609,0.655155388803356,p1,C1,0,-0.32997268353533,0.0368841978620931,-0.194093619571114,-0.270560871455606,-0.0726229220748328,-0.483741278129231,-0.14370476320881,0.196587917283396,0.157909793908855,-0.399743165049534,0.145378076462848,0.409906779147909,0.426134567067905,0.0101009394447158,0.145198878110258,-0.0163518267384091,0.26684877395913,0.196726372474284,-0.0985312452743599,-0.0445766933401183,0.304484671219034,-0.202977259767977,-0.0983984948635842,0.437727624068479,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
259,5,0.122675998856456,0.655118241923414,p2,C2,0,-0.0871464018153539,-0.0966388794018695,-0.0840159930179815,-0.496383958537742,0.0137454646267341,0.143888580766012,0.315092140539933,0.129113985078798,0.0300436043580167,0.528522450200822,0.29879400080865,-0.255519884356012,-0.444507526628324,0.0800703029565846,-0.226654868205008,0.192932262888225,-0.3292359266886,-0.136517002832682,0.158073531855267,-0.456505835106947,0.154943368660423,-0.056762246987601,0.173894236506244,0.329764812832411,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
260,3,0.122671286465174,0.655067912368704,p1,C1,0,-0.312234509810668,-0.301250796506404,-0.222487156611803,0.16085282638321,0.0749222878221042,0.346922846276218,0.392962226604024,-0.228262363332147,-0.441978344431467,-0.046745523887442,0.0459146097770792,-0.0790470295228615,0.424147799251938,0.158853038089554,0.181052390880488,0.125722983444204,0.157591700446015,-0.297498867491342,-0.400132991161901,0.330071429258552,-0.199389343061919,-0.0834000530292923,-0.164762465003891,0.399307933417751,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
261,4,0.122658262803164,0.654928826353487,p1,C1,0,0.0170916708467015,-0.542657704815991,-0.258070109864582,0.421489933363307,0.292253015015236,0.22524646487786,-0.454125257068965,-0.0539970170926453,-0.233083613220765,0.0524021813086881,0.0702035394425675,0.0576879922780623,-0.299121741697736,-0.244139353141515,0.113086908051251,0.392816461747617,0.154664619441195,-0.215264952765188,-0.0780800978495363,-0.137740154740181,0.3029482567333,-0.019836805746946,-0.0847999759286632,0.247830328326933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
262,5,0.122620056130328,0.654520883933796,p1,C1,0,-0.103490665538558,0.214336804939406,-0.47215124375365,-0.187769054896252,0.209880970034958,0.298535135137847,0.264731568246034,-0.385243666714682,-0.0428502107999345,-0.182498966234903,-0.0921612327454465,-0.422730387527598,0.200047934166585,-0.148687668811659,0.305520870307287,0.0727128108704747,-0.396251197927486,0.295775624584949,-0.212456888892809,-0.0053654363544206,-0.449778938800763,0.0564484560089123,0.0054758704037832,0.434038891197925,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
263,4,0.122609684399437,0.654410164242681,p1,C1,0,-0.302264399793923,0.0798462470004572,0.329194751401446,0.246480468243565,-0.0212594169077095,0.481743274626768,0.183860889101641,-0.398893251725478,-0.0946206761108983,-0.157153764509704,-0.0204190901788973,0.0765697120160711,0.219746402989854,0.0270411876575833,-0.445521320823605,-0.119176348227356,-0.288391200454954,-0.307438569894508,0.32161046272364,-0.196019907490518,-0.0613554790168857,-0.400106363788689,-0.159008990529708,0.278869930391809,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
264,5,0.122595485816653,0.654258607553926,p1,C1,0,0.251890484095971,0.213661867663858,0.319137146385122,-0.0221272308573712,-0.0022755036479971,0.130975591486222,-0.331698530823633,0.0598390004649085,-0.282376396818299,0.300017974706294,-0.381020957415168,-0.180339913692032,-0.0927156043094982,-0.313861600791656,0.043401133619716,-0.109923261517271,0.386383868618944,-0.25791631228247,-0.0479510754716902,0.371874646505255,0.184644098494198,0.449451045095694,0.151958547272335,-0.329772984081432,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
265,4,0.122582201480785,0.654116825495092,cm,D1,0,-0.111534779824996,-0.0217128088724476,-0.482406757219835,-0.025771478750256,0.259337197569836,-0.0257714787502562,0.0241411125396097,0.427651586034691,-0.24721067218961,0.427651586034692,-0.353276685979606,0.182629598936489,0.130207126329604,0.182629598936487,-0.111534779825003,-0.266877211834018,0.0110474216557854,-0.47919581290238,0.265883018694214,0.386829590882055,0.388465220175001,-0.234173825804179,-0.111534779825001,0.223451594089123,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
266,4,0.122561463851022,0.653895526073449,p1,C1,1,0.3689020716,-0.2474635661,-0.27533243467279,0.367880283036452,0.0128818594127042,-0.374726870657022,-0.309231945180844,-0.217414555499345,-0.21734215685269,0.053592996995295,0.0789995901459022,0.0450496770973128,0.336287750350169,0.321299208629844,0.32208512789608,0.0765880826043855,0.110604366806401,0.416966653863098,-0.451776989398146,-0.0180000122626276,-0.0635454540714009,0.24446422033403,-0.0747971126353873,-0.145821546241422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
267,3,0.122545263283732,0.653722669483826,cm,D1,0,0.0185984855110541,0.439624649614568,-0.293546662868226,0.04249146586796,0.153736569514246,0.235156890627818,0.461810021592779,0.0572906001401017,0.0436737821040487,0.0161693360941985,0.327192629959127,-0.147520347035261,-0.243054425917462,-0.369304067903375,-0.363273026375274,0.277454442622172,0.39208365808573,0.292253576894313,0.276640461568217,-0.387340789208347,-0.138740728969204,-0.147520347035263,0.0942259504949624,-0.223651106078887,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
268,3,0.12254112740203,0.653678544171601,p1,C1,1,0.2904878112,-0.1819924989,-0.152418026025026,-0.206296386760474,-0.39348378233555,-0.162108008715135,0.213359448243031,0.0742614988854785,-0.0202260742449894,7.85136136435e-05,0.051570037349199,0.258352503941319,-0.018596736841199,0.493175704284803,0.454425231771853,0.0300732693273957,0.0093714966801621,-0.390387293550218,-0.42046172912944,0.240814909890736,-0.252182259329219,0.418992719012968,-0.182015485138821,0.184169518669484,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1
269,3,0.122541127401638,0.653678544167417,p2,C2,2,-0.0797457645,0.2547170554,0.1657461651,0.3305689837,-0.334599309415001,0.298288804646059,0.420578808495001,0.286994661501492,0.247666405611696,-0.336873731291242,0.338313093468305,0.0561317936543543,0.157277012132712,-0.109068838530003,0.428702486947288,-0.171673099106885,-0.256066623060009,0.0661295300233825,-0.15795387785999,-0.34687146766027,-0.0877871318658804,-0.112048258892362,-0.32623336905412,-0.168693678744526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
270,4,0.122501082655548,0.653251387753253,p1,C1,0,-0.0936328053863555,-0.289457988386349,0.407721899798036,-0.0858696526453604,-0.466810373757728,0.124567774225529,-0.355393365892463,0.367038359860236,0.270628793071535,0.12491257025596,0.157407379802504,0.342184226448131,-0.0894505915952948,-0.044491521099636,-0.0867356334087048,0.36268422906466,0.151447460947878,-0.089147867659028,0.282255600570782,-0.296307930449906,-0.22438459987195,0.160005115590364,0.40218086022176,0.331601018495402,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
271,4,0.122486175211266,0.653092406037903,cmm,D2,2,0.3348710822,-0.305241546,0.0895584784,-0.4471148627,0.302478285049314,0.394502436802568,0.0620745964798696,0.347411896417631,-0.137406125379869,-0.234041244817632,0.424964460260656,0.182350158111915,0.499704010839344,-0.0689795065119163,-0.339312540625421,0.115670924760916,0.263981011725421,-0.002300273160917,-0.0989088520558522,0.162761465145222,0.0235773231558517,-0.0493908135452212,-0.377809813949313,-0.281131785202568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
272,4,0.122439535073487,0.652595133257112,p1,C1,0,0.142714897198677,-0.0359063639924348,0.381174322990603,-0.242489483027157,-0.238917848106352,-0.342776815026321,-0.0616744362522145,0.20245369476991,0.16352196383055,0.298642781395216,-0.288682918807165,0.294284560191868,0.153910177607293,-0.33368579446156,0.331314710847392,0.120285406878239,-0.198529173349161,-0.0006141262411324,-0.425537655904112,0.0912167391808264,-0.391561276933561,-0.151293806297296,-0.0458857445219502,-0.192097134970157,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
273,4,0.122427477570413,0.65246660809768,p1,C1,0,-0.270235441913874,0.358215286712876,-0.408113755966215,0.155870235942909,0.351753078203522,0.108016168975179,0.228836373525177,-0.103751233540017,-0.177761711188561,-0.296927226313138,-0.0552874957032533,0.128394540986592,0.256001033552198,0.333372542308855,0.0130105115222513,0.363531376182699,-0.40676829933573,-0.210267364541906,0.367639676975659,-0.305462889148338,-0.244840431559172,-0.0266010510972413,-0.0158338434120026,-0.113260912868473,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
274,4,0.122425985067792,0.652450699868479,p1,C1,0,0.0103476555714995,-0.132395174032854,-0.22240744714153,-0.0563849810300398,0.243101930292752,-0.208407902429229,-0.260019775919844,-0.393012699528336,-0.0432144493775435,-0.506801704542726,-0.298386413346067,0.362647155426348,0.288545990338556,0.181325026861175,0.411341490576648,-0.0305092300486891,-0.141454983724992,0.174697657751138,0.0717406637962564,0.295114031875564,-0.0851907658248174,0.483063529550773,-0.416951205540919,-0.205063201853126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
275,4,0.122410682500392,0.652287604642877,p1,C1,1,-0.1278823655,-0.1357377362,-0.287081647864613,-0.347009262915372,-0.149882663522753,0.388590992262265,-0.0730127680362233,0.122753393897397,0.16848021473265,0.0825210681599992,-0.045841098136691,-0.388728538170559,-0.377815813763569,0.299237873782018,0.182092052104125,-0.299375419690312,-0.431323064389926,-0.149191380711515,-0.310633749948998,0.0638146993440235,0.328257439935869,-0.102974859200165,0.0825759394901297,0.311776288942221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
276,3,0.122372898650644,0.651884990546155,cm,D1,0,-0.414597994885229,-0.186665541512777,0.0650968406198014,0.0070757745612146,0.0650968406198015,-0.380406857586767,0.343407704125503,0.0214709652345145,-0.156592295874497,0.471223355524371,-0.170362976054299,-0.447183949680104,-0.170362976054299,0.0738528666545521,0.0853999873545044,0.434614064978689,-0.414600012645495,0.0580802557801957,0.214645520796396,-0.186665541512776,0.193859023948907,0.215212281308506,-0.306140976051094,0.27748203945038,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
277,4,0.122329244728653,0.651419981364159,p1,C1,0,0.131909236852468,0.12578367690181,0.0359276737406224,-0.0992614652500214,-0.208416565170338,-0.086865120040458,0.418609504783105,0.197584857529476,0.457772555708193,-0.0439188316882465,-0.248062886515801,0.331921284267017,-0.127587032086457,-0.317785805655613,-0.0123092666767749,0.397327760982456,0.35251082666353,-0.264775674149737,0.227889940161089,0.350829185757049,0.116757206824504,-0.330182150865175,-0.352660639784141,0.110749209911444,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
278,4,0.122307928088681,0.651192973090293,p1,C1,1,0.2441311357,0.2987293852,0.430125637285367,-0.169289278702847,0.301074126446363,0.0385150153903089,0.059174778322461,0.48893035930265,-0.0053129645139095,-0.206537254571979,-0.187314319716548,0.0116346933053403,0.0689098705142523,-0.439620689963186,-0.0270036626487609,0.259997632491574,0.488879132077702,0.195251089582555,-0.249229889801617,-0.225015637931329,-0.270920587936469,0.241519249132223,0.056602605571159,0.0301130766646909,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
279,4,0.122288716846283,0.650988419816573,p1,C1,0,-0.124292837335314,-0.122762125806911,0.107017945659334,-0.0433049502842111,-0.231946652678148,0.302176885341377,-0.360718591386397,-0.060144365602489,-0.438777041864791,0.171642172791254,0.184727639905709,0.188598746305078,0.0868206057123605,-0.39961449504855,0.263914509407132,-0.23092581627671,0.006592578333583,0.356187591131744,-0.257504372114051,-0.327878697720385,-0.493930126165135,-0.265260937515962,0.379990216525717,0.335876196185764,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
280,4,0.12228520126803,0.650950990887824,p1,C1,0,0.218606815778588,0.0574028200661377,0.0279504228562473,0.210585135084853,0.409262028090952,-0.0957809643719619,-0.0358215977593537,-0.101546136997881,-0.299911169658046,0.307967430865458,0.0276129315888711,-0.384660319688126,-0.139490589529386,0.492574904354033,-0.346184088671595,-0.0929384320267374,0.100252729917137,0.444223869438393,-0.196242177888015,-0.286153610486455,0.188033511717532,-0.200052846199551,-0.185763508542932,0.0916690414618368,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
281,4,0.122214775558627,0.650201423747331,p31m,D3,2,0.01101309,0.3479734226,-0.4307651233,0.0929126522,0.338708390868632,-0.306368627329051,0.261227547929696,-0.0745442877163727,-0.421785420341781,-0.257556835814409,-0.283506384690002,0.347974575752223,0.310038718342074,0.164962027654133,0.0782145796582201,0.0874805835344508,-0.189961281657952,-0.335038279934163,-0.238772452070255,-0.0955319645636426,-0.0279359358072563,-0.518050828032223,-0.161291609131375,0.136292375049054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
282,4,0.122212928962457,0.650181775543873,p1,C1,1,0.343348702,-0.1962428381,-0.472880379167932,0.276028035058715,0.146567891673207,-0.376746083582133,0.407668829233011,0.062778161884803,0.108956578397065,0.473559795571736,-0.180340938578145,0.164466044843948,-0.227163252731,-0.211117075621899,0.014011823679567,-0.17138569582345,-0.357257883014349,-0.0041886165019167,0.167177455089658,0.0190986588545119,0.0535355000032187,0.235499920557078,-0.124919860184299,0.402525919858605,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
283,3,0.1222075818605,0.6501248828367,p1,C1,1,-0.44832385,-0.0145404637,0.248409165303084,0.142968358222316,0.370176755740861,0.354891519240033,-0.45444143535541,-0.313421041418286,0.320777524852274,-0.217440541280766,-0.212198744379821,0.169572217273677,-0.117418541545144,-0.055717563691597,0.0318722520712567,-0.294248612383824,0.126638013239379,-0.0689527563034476,-0.385766689474616,0.341656326628184,-0.212184302713266,-0.281013419771975,-0.149953506638597,0.405928521685686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
284,5,0.122145085905199,0.649460115789838,p1,C1,0,0.465299493237617,0.236438065402706,-0.402918506417304,-0.227299003864292,0.238734049441074,-0.409442174885378,-0.271325838174244,0.0581790232616309,0.248795679359042,-0.0110367985816976,-0.0353414550387271,-0.0049799741916477,-0.125022454216562,0.253813907384286,0.201121960446794,0.417698643070799,-0.0624426828398056,-0.386877512231981,0.110961928918955,0.190654909931007,0.102492295401358,-0.206671682704353,0.493039379281804,-0.0062720224910803,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
