crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55,contact_graph_56,contact_graph_57,contact_graph_58,contact_graph_59,contact_graph_60,contact_graph_61,contact_graph_62,contact_graph_63,contact_graph_64,contact_graph_65,contact_graph_66
285,5,0.122128471955552,0.649283451067611,p1,C1,0,0.109986720313007,0.374300813800735,-0.269205780974842,-0.263573951361777,-0.0830756091515946,0.0389590226623212,0.0447727332300997,-0.322590375547146,0.466144723314895,0.174530656254,0.28500686861355,-0.278442727304472,-0.13367502120323,0.357259382814254,-0.392059807291077,-0.0524617942824596,0.123505303863705,-0.0913704867611313,0.363739439247155,-0.0472228385184568,-0.289654523223336,0.169291700489997,-0.146351348438331,-0.474685872045864,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
286,5,0.122128099060731,0.649279486159792,p1,C1,0,-0.333890431227946,-0.223657511268185,-0.0061656402737509,-0.35532576801316,0.0997933300320802,0.184103118623156,-0.187989859694865,0.437608542383535,0.276148617835599,0.0151063648540681,-0.306598180347173,0.224083001539374,0.0172483994699728,-0.0457825589630062,0.452426389760998,0.184183972613844,0.294067132475835,0.370150195226562,-0.22369201933567,-0.0056726486350822,0.193603687273494,-0.214779312732094,0.0559081045314245,0.424384572970987,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
287,4,0.122112826816517,0.649117110179942,p1,C1,0,-0.04841775874917,-0.521353525229331,0.0185215132173688,-0.199856851790578,-0.285161113056608,-0.0980161730605002,0.156435213777975,0.350811360909405,0.360973086827429,-0.281447071993527,-0.0877389924481807,0.345798686342957,0.0811861723856166,0.118467323624146,-0.40488890397872,0.147072187915761,0.472938016805211,-0.0643986342024372,-0.162988033840539,0.113454649057698,0.228986090837509,-0.0759583794042776,-0.191944741677888,-0.323752474969314,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
288,5,0.122104936421583,0.649033226692566,p1,C1,0,0.19697716872929,-0.119267701027237,0.110447413859096,0.177820971489667,-0.256046914453669,-0.301811643163975,0.0750236808094277,-0.430759679252513,-0.496507777677263,-0.259184946695206,-0.181043105436396,0.446886792539447,-0.244535937993876,0.211075168127282,-0.0826118620667907,0.0282663728540916,0.303506007767518,0.327376450533997,0.423650323434967,-0.0283955769745213,-0.488469151748051,0.19945410011976,-0.0296953244242522,-0.210141475250793,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
289,5,0.122074415199249,0.64870880390934,p1,C1,0,-0.160708335876788,0.365378860094554,-0.414573806423188,-0.286163608342523,-0.0220699949723519,-0.173615081660826,-0.141529406113431,0.0393123718879872,0.274167247640502,0.217119337740343,0.419535149669179,0.0209642347102757,-0.365448264926697,0.136621138464898,0.352267959351224,-0.213735097397174,-0.18141632335206,-0.358594537322424,0.0300531374346474,0.213001986242234,-0.0108161669553729,-0.533249162289473,0.148530161424336,-0.348269706627875,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
290,4,0.122059559629192,0.648550927212662,p1,C1,1,-0.3499188834,0.3087587453,-0.08733315879184,0.124548528592622,-0.418566945951774,0.0317293208992,-0.355491253940577,-0.281825767398597,-0.0781261528937676,-0.296494811575499,0.164570936741057,-0.270183842944979,0.327535118107144,-0.0884235062948436,0.0315414602738716,0.337768999770865,0.369073756626704,0.152135604730765,0.272588109969765,0.376378027962147,0.40346209636353,-0.320434795589877,-0.206205516804112,-0.0886732031518038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
291,4,0.121997831213256,0.647895117894077,p1,C1,0,0.0408077492235569,0.0343583695550817,0.296442140806714,-0.194952346432311,0.301265775253445,0.221572301049895,-0.312437753163694,-0.378521810058332,-0.180260596523564,0.274056721526088,-0.344012074259192,0.0931718497917414,-0.388595363934796,-0.146716068963359,0.017895467235954,-0.208559127997221,-0.0748857993362938,-0.434225961750437,0.166938044771715,-0.401743478720691,0.425947249200112,0.0118381518575447,0.0637138214260436,0.277276452742,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
292,5,0.12195477678628,0.647437899424283,p1,C1,1,0.1142024894,0.2457584205,-0.131946545625248,0.29868156471044,0.159628094885118,-0.432593471340228,-0.385143440940881,-0.266030187080892,0.258820593058308,-0.110734645832384,-0.145963862767467,-0.313831857645361,0.0157763081597363,-0.131261357749005,-0.373043079537715,-0.0224209680889192,0.407006053056402,0.0829995529274633,-0.0585903672264234,-0.541554809059806,-0.141736506491635,0.0549685634359886,0.377845961029805,-0.323630940077296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
293,2,0.12184611294344,0.646284656409338,p1,C1,0,-0.115062832991967,-0.214997680417615,-0.058115538984325,0.0219472639532443,0.42926486007497,0.286395718084243,0.424662631348863,0.0427469535717685,-0.0535133102582198,0.265596028465719,-0.336959520855701,-0.315733775601056,0.186508475296475,0.307732039392702,0.448716225196974,-0.199755264110242,0.181906246570368,0.0640832748802286,0.0661038517527945,-0.377983978296593,-0.19113976346871,0.466705104179381,0.205959840418479,-0.17841894280178,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1
294,4,0.121844480046661,0.646267334411337,p1,C1,1,0.3777941237,0.3049919355,0.134377947057143,0.483150346391675,0.0027729462121777,0.278054190835404,-0.0819156733052177,0.0126136780939718,-0.382156773352859,0.0157159415139506,0.169749329136772,-0.437781704399251,0.15091023970491,0.0845609052981203,0.37551282023379,-0.0099800386951207,0.222893770912605,-0.199958287596574,-0.0096395705412452,-0.272845559350098,-0.234019479860125,-0.177777344023333,-0.23005296679795,0.206106963631256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
295,5,0.121842798590872,0.646249497535144,cm,D1,0,-0.0896496330168574,0.303031517020606,0.106036391648524,-0.459711470842994,0.473062158698774,-0.247809045437003,-0.156658146071655,-0.0153795607210178,0.219606705681169,0.20185705272507,-0.230579069139288,-0.247582849687073,0.457661114301888,0.149772805489807,0.0127596155586984,-0.234584588138791,0.324734947247048,-0.0544655464079999,0.0866805386263312,-0.0023812991727381,0.121389200572494,0.424872729223497,-0.300686634807128,0.181187132048636,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
296,3,0.121827259276193,0.646084668196935,p1,C1,0,0.232446688306771,0.175263992896559,0.0250470476359588,0.0473854823460603,-0.151096410473479,-0.120962391344831,-0.48715902796332,-0.262180881167422,-0.120555941753893,-0.362695310454712,0.475239307464259,0.154787946070015,0.305441331365868,-0.390059391717922,-0.272101253850117,0.175080464357074,0.0849090224242519,-0.493659706021863,-0.381770968810108,-0.0424972873354868,-0.0515689449085009,0.278680778661015,0.15583069576231,0.406559289211514,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
297,5,0.121784873981574,0.64563518381286,p1,C1,0,0.157997420592205,0.0707794341148707,-0.307334384891826,-0.0459659614121106,0.177327275714735,0.41741072032755,0.0450251334357423,-0.246190378480106,-0.154742325635174,0.197612717710697,-0.391398302939631,0.255233638641414,0.288594821961767,-0.246020219237142,-0.0661394152248248,0.424495388687675,0.449717558703859,-0.0633574539356968,-0.0792059534467978,-0.455696605535092,0.380381523582315,0.170135022081104,-0.0643861173523718,-0.0285774185631634,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
298,4,0.121783013873637,0.645615461462793,p1,C1,0,-0.401392625525236,-0.0145663258327293,-0.195194929353307,0.115075179735411,-0.002721175300104,-0.0341838698168787,-0.267368940138829,-0.383053208735073,0.0471200002506647,-0.496465165573281,0.193274155254628,-0.284455811295742,0.230092145999719,0.0373868455486327,0.329778613465758,0.25961874712158,-0.0104418793769996,0.498462710944659,0.392410567018411,-0.144209244911996,-0.209578291140784,0.358216144560913,-0.0500275533539225,-0.273111717645496,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
299,5,0.121767358033412,0.645449477677472,p1,C1,1,0.2498275828,0.1080794219,-0.251513607437627,-0.172111730336516,-0.0541138460980268,0.509464376606375,-0.0178244461221799,0.0707909607969665,-0.423064099894673,0.253324278270734,0.500085010542047,0.0222331735023298,0.0679416053737143,0.298723719172223,0.323827808676281,-0.145822045756697,-0.241665671000052,-0.415447251947462,0.0803732160324909,-0.152068584830109,-0.0004673173137124,-0.381794434699145,-0.261358777358264,0.0712239032212987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
300,5,0.121761275207834,0.645384993096523,p1,C1,0,0.353597534839573,-0.346350202439551,-0.423440868433471,0.151369812948811,0.314896002441569,-0.0284874092019936,-0.0595994830468138,-0.329957883484747,0.0131262790395544,-0.0096218467449338,-0.299445050797105,-0.287799418243562,-0.451617001804673,-0.0976759586508484,-0.230049285616646,0.0033734337479851,0.383167410751188,0.299366011822406,0.0550947915457021,0.382919623393361,0.175923122037021,0.171487016845476,0.152099159444102,-0.209596272792403,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
301,4,0.121669312199077,0.644410477473898,p1,C1,0,0.1511611645677,0.330761083584265,-0.273150638211173,-0.0553131819626767,0.0471050420346061,-0.535948838444472,-0.0213099357030809,0.143411985114096,0.104810176636851,-0.299551284386644,-0.212196335496639,0.294329407891718,0.487574997727688,-0.0110247542741214,-0.0465652056288657,0.47259890876809,0.18286310331113,0.0110221959923981,0.321549616725012,-0.188927140393315,-0.0338763367770325,-0.0996019480009308,0.348888484313806,0.188924582111592,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0
302,4,0.121663917823835,0.64435333710216,p1,C1,0,-0.232274368054333,-0.313367227427918,0.0597613096649425,0.426328147229242,-0.460780857213723,-0.197238074462811,0.340431214985263,0.0146509179103095,-0.177891648157191,0.0016930549303475,-0.296232149175551,0.253042004348592,0.297463392439476,-0.224853156849712,0.11538697564349,-0.386273769064245,0.0972730135463763,0.0237352271293175,-0.0243078719460108,-0.187040776922064,-0.0563107626648063,0.212469058981728,-0.417813034667935,0.0422660002972106,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
303,4,0.121641822661623,0.644119318685297,p1,C1,0,0.145507134670697,-0.0639623381787231,-0.415485450001017,0.145842632122933,0.487096997830819,-0.168658771279956,-0.0923553001769873,0.0730449565145498,0.282052956986242,0.270408222461999,-0.0580052154185502,-0.412299032010179,0.0388845004004118,0.277893795481657,-0.106629411449412,0.472862084031178,-0.328491083447401,0.373040590453773,-0.0736829363246048,-0.169521065240212,0.36469900301515,0.0415926566506782,-0.293087455185348,-0.0644087958077006,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
304,4,0.121623253390317,0.643922677214814,p1,C1,0,-0.322793562196901,-0.0943961068496587,-0.106736972686753,-0.206147675922424,-0.110796650997178,-0.449360303211792,0.158069384677846,0.34086303202302,-0.0067199268590972,0.115029582945457,-0.442737996823042,0.240809614965402,-0.200429700656451,0.262153294822092,-0.0554174626404605,0.457448747627771,0.335713679564492,-0.1910532439377,0.461150266405161,0.0173562705829782,0.111049713685857,-0.0978064450829133,0.236486300526526,0.110603069437766,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
305,4,0.121620778527832,0.643896471636214,p1,C1,2,0.2384575579,0.0557534947,0.3067385298,0.3104165602,0.0695096451130001,-0.507397420071792,-0.012171071093449,-0.0523968311654004,0.179573283265975,-0.202064989603165,-0.288678800034399,-0.308529372691815,-0.31506663817233,0.144516282260726,-0.0748305610662642,0.182635599352627,-0.389358823159098,-0.0871022108022341,0.420100767140171,-0.238300118691007,0.0207807902648685,0.406298123203851,-0.0459153212584746,-0.293286392291791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
306,4,0.1216207785278,0.643896471635877,p1,C1,1,0.3925018399,0.1513078913,0.45015506806599,-0.118113702840466,-0.243879389834181,-0.18102731046744,-0.325559108606539,0.273973243841179,-0.133815277797747,0.124304414669562,0.181003850193177,0.319689025102518,-0.128455419292252,-0.395138875085442,0.207391621682923,-0.133357199127383,0.106712360265588,0.0880703090988837,0.111780714091231,-0.357019912667942,0.0655798796512479,0.533800589720521,-0.359304201419438,0.0330838007560112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
307,4,0.121610892107081,0.643791792603893,p1,C1,0,-0.0264465578067662,-0.105368466832283,-0.136411727877606,0.11157506888061,-0.379203900755559,0.126024882219286,0.0830065894600175,0.216515234370503,-0.158900249763482,-0.342027270970356,-0.373591623606641,-0.227727444576532,0.316415205512807,-0.252188313753971,0.315288064445684,0.144389284152816,-0.0138751711298661,0.439608848759901,0.0835210682312885,-0.322310757637637,-0.020614589345906,-0.542112034106372,0.456698753036031,-0.0534992033059653,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
308,4,0.121597782955812,0.643653003898815,p1,C1,0,0.322910923865666,0.263120951184549,-0.114456107386153,-0.367912549537539,0.487034124201239,0.0836560287325969,0.264194178874208,-0.295220546213652,-0.19585367392697,0.330913404589904,-0.437983216352974,-0.147691510829667,-0.194964090987955,-0.138429330422398,-0.270279562597118,0.0993861483656441,0.0469182702920516,-0.185971917714825,0.0797559397219288,0.258678320754813,-0.0335897133097502,0.0435113014003162,-0.0080776550941749,0.485458705490259,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
309,8,0.12159676804817,0.643642259531427,p2,C2,0,-0.0810122892046913,-0.194769964657532,-0.203201176357816,0.276019011267403,0.357893267195322,0.0406245233305875,-0.386545320710612,-0.27091865691392,0.102331855149179,0.352167703523864,-0.0199175115216216,-0.430164365905518,0.235704045958423,-0.354611991269229,0.0912097321487811,0.109228628076941,-0.375423197711434,-0.0279795814669412,-0.458821464684748,0.20046696603354,0.174607999120522,-0.119217919424115,-0.142106732781304,0.0406245233049225,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
310,4,0.121572617350412,0.643386613493092,cm,D1,2,-0.0878985294554501,0.105321733864086,-0.0229525220097792,-0.54599246811105,-0.312783097681845,0.197769211554647,0.138266112594936,0.197379628309732,-0.086921015223279,-0.192655983428051,0.330281124442055,0.0482158244460928,0.138266147436762,-0.284363927090743,-0.434354298007097,-0.012801556618898,-0.191209076420891,0.408338351060323,0.0513998749405995,0.424478421599128,-0.327027449563476,-0.230977065695603,0.105093975047465,-0.0434921517896628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
311,4,0.121517149279562,0.642799651169425,p1,C1,0,0.0371262842559909,0.0743479700657756,-0.141383731714762,0.239271723583112,-0.053132706944519,-0.151304383752198,-0.0226483986544633,-0.477789732673312,-0.25529819424774,-0.407506428208225,-0.379712291760923,0.191677945182472,0.140734768958662,-0.297868608797245,0.0028176155818102,0.43490311603836,-0.29560398506025,-0.167837670329557,0.265966427889008,-0.0074924779910724,-0.491566446551348,-0.0240865522035556,0.372829100848535,-0.225772205414557,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
312,3,0.121485824386885,0.642468289959801,p2,C2,0,-0.292701724595985,0.337788689594497,-0.0150526403526067,-0.43028115094805,0.234947359645984,0.0027315509503143,0.457298275402607,-0.0952240122915738,-0.0558663166759998,0.392049279926878,-0.305866316674591,-0.0409634219714867,-0.0018880482740008,-0.0515290393820667,0.248111951724592,0.381483662516301,-0.147294886434992,0.143129825106216,0.0895405214849935,0.197390415438597,-0.397294886436402,-0.289882876779857,-0.1604594785136,-0.235622286459769,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
313,4,0.121422227031301,0.641795806735424,cmm,D2,0,-0.115044299173987,0.171933078816897,0.0063779278573145,-0.0383763875694804,-0.440686463065858,-0.0160765121655835,-0.319264236034569,-0.226385978551967,0.210597864717898,0.359942669799352,0.332020091749211,0.149633203412983,-0.35471884975923,0.211042395746826,0.246052478442556,-0.0774857044994161,-0.0290766858673409,0.3990519867293,-0.0795896854493252,-0.265495295481886,-0.0465576812194997,-0.506082733985072,0.437891309902829,-0.226385978551953,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
314,2,0.121422227030882,0.641795806730997,p2,C2,0,0.270305322572393,0.329399406378599,-0.242078207772393,0.0105959865828806,-0.0378566308206817,-0.387724712177687,-0.433916254379318,-0.138305298645272,0.237271280572491,0.088812247665368,-0.209044165772491,0.251183145296111,0.323239291561937,-0.138306509717362,0.204987823238063,-0.387723501105598,0.0306305783999504,0.290291275837355,-0.0024034635999503,0.0497041171241239,0.0835645473894954,-0.177414640258606,-0.0553374325894953,0.517410033220086,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
315,3,0.121422227030754,0.641795806729637,cmm,D2,1,-0.1338733165,-0.4667640461,0.0086420942613697,0.459050096417749,0.1300643212236,0.248740629992758,0.11451274139296,-0.337588347998409,-0.0069094857063132,-0.12727888165254,0.475609560873355,-0.166387941517189,0.321902825279776,0.0998399341249407,-0.352454725372416,0.287849689915468,-0.198747989667555,0.0216218143375874,-0.112780132837907,0.248740630071883,0.235934968355194,-0.127278881573421,-0.438422582202063,0.0607308741811728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
316,3,0.121422227030384,0.641795806725731,cm,D1,2,-0.4209300992,-0.0925047655,0.0354483021,0.4972459364,0.300966109192543,0.0287906984315489,0.179543882162158,-0.181518767953242,-0.146099116436863,0.0064913049476215,-0.0246768894064788,0.21680077133241,0.214997783796076,0.255909336804977,-0.0601307910403959,-0.220627333425808,0.492803983330197,0.177692205859846,0.146510331136283,-0.4221059940786,-0.267521343467248,0.21680077133241,-0.0931643420662714,-0.461214559551165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
317,6,0.121419361204007,0.641765511553408,cm,D1,0,0.163629409532997,-0.392741834015918,0.163629409532823,0.238073400398996,-0.374029873175284,-0.277310376910779,-0.374029873175285,0.122641943293532,0.265339137874031,-0.0773342168082251,0.0225004154660146,-0.0773342168082389,-0.0561807603203189,-0.495960700168446,-0.056180760320271,0.341292266551997,-0.131498458881663,-0.265097343647365,-0.131498458881624,0.110428910030918,0.38343858347431,0.134852413424842,0.383438583474272,-0.289520847041313,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
318,4,0.121406227647322,0.641626683482004,p1,C1,0,-0.133555150677306,-0.0455168526966928,-0.344118136741841,-0.363483605009657,0.208218600021079,-0.182751308919776,-0.0033475094318457,0.188230039847789,-0.140227612928015,0.388783588091372,-0.487335681826869,0.191409555147765,0.23940884937197,0.183010968424025,-0.0216401679070848,-0.260999856847264,0.382201681071787,-0.013376647431357,-0.130128513526688,-0.478228232781291,0.441892900152794,-0.248737746194166,-0.245472028777982,0.169965167069254,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
319,4,0.121397814836886,0.641537763881406,p2,C2,0,0.106698709633579,0.509324714923184,-0.10638258828358,0.392937094161254,-0.4785074171182,-0.129347145337861,-0.0211764615317993,0.165583550637861,-0.145078689816201,-0.0432176840683638,0.135003848522412,-0.0203127337253679,-0.3546051888338,0.0794540893683643,0.365312272827589,0.0565491390253682,-0.15550654646242,-0.405724943677769,0.15582266781242,-0.424064054806668,0.0111016202380102,-0.229113968431593,0.48921450111199,0.265350373731593,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
320,5,0.121365551236183,0.641196809345987,p1,C1,0,0.0500036844601686,0.373349511553065,-0.280445241562691,-0.269676029572322,0.234628598327456,-0.274906294307982,0.496876603319095,-0.0192784701168681,0.123034208516907,0.141865320595133,0.0713503195235748,-0.0952995244514619,0.362300611810388,0.182730664866921,0.127705714943213,-0.492818857314914,-0.317229113971959,0.136803891998705,-0.167942806781207,-0.0545909527406444,-0.109685651751754,-0.442185596249221,0.476971967066808,-0.261192077760412,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
