crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45
105,6,0.138675049056307,0.697615140090079,p2,C2,0,0.307793602296154,-0.178081655354802,0.0001012946038463,0.488091732171689,-0.0768217823192297,0.221622377161094,0.38471667921923,0.0883876996557941,-0.422975628473078,-0.111464316602153,-0.269129474626922,0.421474393419041,0.0385628330653849,-0.244698994107452,-0.230667936165385,-0.311316332860099,0.115485909988461,0.0217703609031456,0.192408986911539,0.288239715913742,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
106,3,0.138675049056307,0.697615140090077,p3,C3,0,-0.0218822005392315,0.501293184954867,-0.368036046693078,0.168206491191625,0.0165793379223099,-0.231497541324271,0.20888703023,-0.431349557582219,0.285810107153079,-0.164880202571623,-0.0988052774623085,0.234823829944271,-0.0603437390007701,-0.497966896334867,0.170425491768461,0.301441168696921,0.362733184076154,0.101589152438975,0.0935024148453857,0.0349718136863245,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1
107,4,0.138675049056307,0.697615140090077,p2,C2,1,0.4568146326,0.0839350753,0.159206450999143,0.151868530526932,-0.186947395154699,-0.181218163236315,0.27459106638376,-0.314452840741612,-0.302332010539316,0.28510320803223,0.0053602971529917,-0.381070179494261,-0.0331012413085475,0.351720546784879,0.0822833740760684,-0.114600824483665,-0.110024318231624,0.0852511917742826,0.236129527922222,0.418337885537528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
108,4,0.138675049056303,0.697615140090045,p2,C2,0,0.0863600952130724,-0.402566989447498,-0.0674860586330724,0.130371720573723,0.278667787520741,-0.202714973189537,-0.259793750940741,-0.0694802956842384,0.394052402905384,0.263606398079,0.124821633674616,0.330223736831663,-0.144409135556157,0.39684107558431,-0.336716827863843,0.196989059326353,-0.182870674017687,-0.33594965069484,0.201744710597687,0.063754381821065,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
109,4,0.138637556552259,0.697237973426965,p1,C1,0,-0.0706410567262069,-0.0693857431518246,-0.184507007773226,0.183430461904895,-0.230944767405937,-0.363583484310946,0.316917002969581,-0.366633516711636,0.270088165972507,0.179770256392087,0.0432249855164907,-0.322201907134881,-0.456873105964924,0.131486290884907,0.33451027576219,-0.0899171183909567,-0.392450996175242,-0.138201083898136,0.0440690386247676,0.340384211016492,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
110,3,0.138586055419338,0.696720049182194,p1,C1,0,0.235682105084662,0.419715642707613,0.364576924886959,0.174337354232651,-0.393218204350915,-0.200934356330995,0.317969105529762,-0.377891314928028,-0.0835703096955404,0.229039719422043,0.0107455059686811,-0.241680647670666,0.0750146500535485,-0.511298629536427,0.0994728634635785,0.0209061666569773,-0.172297667190437,-0.0335470949056001,0.347744701049702,-0.102323187347568,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0
111,4,0.138518399118174,0.69603995196307,p2,C2,0,-0.208841353590156,0.22967263082303,-0.025134913149843,-0.481090372459918,0.0809421289794538,0.435663050903384,0.185081604280547,0.178944611244167,-0.230629082974152,-0.0465060838262652,-0.0033471837658485,-0.204911657810623,0.312944059522242,-0.360173875591298,0.453079673737759,0.10875613395441,0.249012831901392,-0.0906146321735668,-0.482989098641393,-0.160803109463321,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
112,3,0.138518025321079,0.696036195388303,p1,C1,2,-0.4340866518,0.2353015351,0.4235046056,-0.051552654,0.232776657447679,0.237248882949943,0.119393832820587,-0.285587076002236,-0.411474941197653,-0.326976810334804,-0.22757954386936,-0.11977773650272,0.105641472706779,-0.0088925766953212,-0.128626875804795,0.138983432992064,-0.158866843148923,0.414364110837171,-0.140087580954315,-0.382635359144096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0
113,4,0.138503401635901,0.695889238674487,p1,C1,1,-0.1209315444,-0.1728022449,-0.334036249755986,-0.359715105027481,-0.434688817451807,-0.0072833608362068,0.151473627153746,-0.0903544303526328,-0.0839748466084489,-0.47888751674575,-0.285281763324576,0.225976797004532,0.415902462331414,-0.240542451510179,0.242385640381803,0.171309046100779,-0.0296775840834306,0.119209420838757,0.169334746657282,-0.366784800371819,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
114,1,0.138404902501393,0.694899802839645,p3,C3,0,-0.232246143915856,0.251106709485192,-0.326442247764434,-0.218997638991601,0.12777811237029,-0.0655216836235905,-0.14363675977,-0.0111375377099999,-0.0369197242669602,0.447247622944939,0.0046514966745725,-0.528890695259416,0.406031528633492,-0.147910454275271,0.333831724680313,0.119317643900807,0.199977916323468,-0.332749781799668,0.230606499335115,0.376160438228609,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
115,3,0.13838681435317,0.694718181682363,p1,C1,0,-0.168739523870946,-0.199847512731908,-0.0374259397227097,-0.443487378446525,0.256108636023111,0.238213121608566,0.155297459390529,-0.0195479076670639,0.0496729114501864,0.422571287056498,-0.478134747866082,-0.168080959665337,0.265862843001549,-0.273277956132435,-0.300052645295681,0.0437926023743375,-0.280399819127555,0.319867606622991,-0.0511382651824004,0.164810257780876,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1
116,4,0.138289399599549,0.693740458750058,p2,C2,0,-0.380435840349999,-0.076744913129222,-0.357890094165118,-0.352403255095112,-0.402981586534883,0.198913428836668,0.0975220513688388,-0.353133760613763,0.141606267931161,0.199643934355319,0.369750928558358,-0.304274057477642,-0.130622609258358,0.150784231219198,0.25567859824476,-0.0523150615611605,-0.0165502789447575,-0.101174764697282,0.36956415965,0.356267788762997,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
117,4,0.138268033655531,0.693526107182927,p1,C1,0,0.368469441895104,-0.060306395300157,0.230924262680638,-0.300209542838343,-0.493989038136355,0.17959885017941,-0.0571274196446322,-0.137009360944909,0.239807126268468,0.313692044468471,-0.0683531741627823,0.375598487492142,-0.369458237882254,-0.298299352299431,-0.311253408728001,-0.0279580968703116,0.0409121899879398,0.121564480475605,-0.022297945878124,-0.411343289362479,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
118,4,0.138248214931995,0.693327307550643,p1,C1,1,0.1999143834,0.3062801442,0.29620704002808,0.0349216758631403,0.0200872397594772,0.04934844359396,-0.427673441991475,0.0204895063180266,-0.095298163392921,-0.352625129280013,0.384784410017161,-0.322769640759071,-0.148199339960328,0.268733727543778,-0.423252216032581,0.296950585836561,0.136276397991379,-0.201550650140742,-0.349925301618792,-0.244850845675639,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
119,4,0.137985123752317,0.69069096631969,cm,D1,1,-0.4435458503,-0.3043364672,0.093184986904937,0.168816984101446,-0.302153499341961,0.397065765557077,-0.156815189997719,-0.402180968325183,0.328347856799031,-0.104939714804504,0.368414015482399,0.189029834867126,0.0777368286153232,-0.22049788223751,-0.182044025544773,0.148603913732833,-0.421041270572466,0.0106187899805175,-0.182044025544772,-0.127366333771801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1
120,3,0.137956037548085,0.690399812308343,p1,C1,0,0.28511626100221,-0.075497530712303,0.0102899176902252,-0.0510444285443184,-0.273115661008648,0.353961258640156,-0.492809297762106,0.170872387525391,-0.0162398827636747,0.253252233548489,0.0225266805081402,-0.326685018479133,-0.252289206480826,-0.302114681844437,0.2574536914126,0.288170719175599,-0.44005732909201,-0.099949884426721,-0.23189434600591,0.0811457965172782,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
121,4,0.137834402086007,0.689182901754952,p1,C1,2,-0.2290788974,0.2006261805,0.0749425353,0.2010505066,-0.0721650954603572,0.48157363315653,0.247563755014013,-0.0503063035305669,-0.279353991440154,-0.112841677643681,0.430349551005554,0.321448319224375,0.152188611017452,-0.380928922191321,-0.0070717342885143,-0.155919073503196,-0.29651881408689,-0.387975569516592,-0.497801158361103,0.0553074373044516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
122,3,0.137815481720581,0.688993708096692,p2,C2,0,0.181595213237209,-0.311352201957033,0.456074961290328,-0.152881245443696,-0.0928845352719304,-0.469823158558098,-0.187567981937018,0.0524272706097673,0.0507584075317188,0.190893728968118,0.0766857593832776,0.465302548858213,-0.213495333786114,-0.22198154928056,0.206074961318938,-0.0368104566042391,-0.3428845352433,0.28013145651017,0.431595213076893,0.121660499897358,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
123,4,0.137776120033352,0.688600195239988,cmm,D2,2,-0.1530014369,0.0328641758,-0.4752093027,0.0328649974,-0.3143672547125,-0.264762307630627,-0.3143672547125,0.330493966680773,0.1856327452875,-0.104910290508377,0.1856327452875,0.170641949558328,0.410080505224037,-0.26476097103633,-0.038815014649037,0.330492630086282,0.410080505224037,0.330492630086281,-0.0388150146490372,-0.26476097103633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1
124,3,0.137751352772108,0.688352645693587,p1,C1,0,-0.0156896056441593,-0.504085811004889,0.0139412586050418,0.351139750809925,0.307407177861437,-0.332552402431508,-0.254165599932176,-0.366133134660626,0.0492483180971156,-0.236345625708817,0.110542419330112,0.0931282074465459,0.340227462876389,-0.0590116017203134,-0.347781606918583,0.143516506256684,-0.393107461241916,-0.128232104948714,-0.135103333333261,-0.031611140638286,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
125,2,0.137627564304205,0.687116043203834,p2,C2,0,0.0927170430399999,0.449814058603568,-0.15728295696,0.0168013569760469,0.09271704304,-0.257292722704281,-0.40728295696,0.290895435884377,0.34271704304,0.175719979187939,0.34271704304,-0.142117266007842,-0.132027828351589,-0.416211345302172,0.117972171648411,0.0168013565900475,-0.182538085568411,0.449814058482268,-0.432538085568411,0.0168013565900488,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
126,4,0.137526019366913,0.686102475671586,p1,C1,0,-0.347214721778177,0.177993641201042,-0.465779984562862,-0.291913925069586,0.0832623296802681,-0.381789032966107,0.08653021371006,0.262744434768284,0.467319254867423,-0.0251220356748201,0.218454776574747,-0.14225484685832,-0.0130073895323563,0.0063348219367985,-0.213799237580516,-0.181644585895659,-0.181911018317199,-0.454841887280299,-0.161750045661389,0.381110548238664,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
127,5,0.137503198505391,0.68587479293093,p2,C2,0,-0.12461922196713,0.322285997588373,0.125380764841925,-0.110726734075173,0.388266286138281,0.185387875489655,-0.387504740098758,0.026171401084329,-0.361733710482123,-0.247624823194515,-0.137504741117183,-0.406841303793695,0.1132620535112,0.184296805353419,-0.112500507441708,0.0272624636671586,0.137499491507312,-0.405750233005566,0.363262056908185,-0.248715897713984,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
128,3,0.137448644302913,0.685330661156638,p2,C2,0,-0.0871400009412037,0.108045117897598,0.18754088236121,0.097139539919284,0.445788289189198,-0.170147939163007,-0.345387407769199,0.375332596979902,-0.299691078817505,-0.0662837626026159,0.400091960237506,0.271468420419505,0.170982981069488,-0.177258629148312,-0.0705820996494894,0.382443286965195,-0.337002379369703,-0.338637183976277,-0.0625967392103031,-0.322203561991272,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
129,4,0.13734334158642,0.68428096676097,p2,C2,0,-0.0217931438333732,-0.003141871646887,-0.265570080578907,-0.129734047643117,-0.232903656001093,0.172599772720005,0.229422782251138,-0.114242422473595,0.119581762772512,0.385559234941025,0.272103481168861,0.157108147550482,0.381944500647488,-0.342693509864137,0.131148843743785,-0.45473953786485,-0.129622580323785,-0.368420140842701,-0.476680592746627,0.0460075967237748,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
130,4,0.137202735491169,0.682880610197589,p1,C1,0,0.356381137337301,0.0182091817361723,0.235471605371994,-0.38375924591991,0.022038024470116,-0.211293396986155,-0.258976002619134,-0.346432801682266,-0.362872779977528,0.15911861975482,0.11507267568628,0.14885599126728,-0.402310623714747,-0.112438039133151,-0.004010533159946,0.396075634248832,-0.126793307253513,0.019244229449121,-0.0206049915408252,-0.482365224534742,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
131,4,0.137154841138875,0.682403937251948,p2,C2,0,-0.1251258729002,-0.447229563522999,0.402102191742737,0.145840836117679,-0.152353937542888,-0.174274559379213,-0.471698889466347,-0.270964703418355,-0.278552856333424,0.242530980156782,0.245546532821072,-0.0794059784012472,0.0042017213788651,0.050972255139652,0.266518169853919,-0.35291281968951,-0.0167699156536904,0.324479096427937,-0.375125872900046,-0.0142168616307261,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
132,4,0.137145942589369,0.682315391952631,p3,C3,0,-0.140193741987408,0.413438323089079,-0.295701771433301,-0.0354774458504567,0.170824703350709,0.0543065346267095,-0.08835693669,0.144089137288444,0.100624617971883,-0.362804478033624,-0.243864966135894,-0.304826631651093,0.378169538094011,0.233873117765609,0.118987898053302,0.323655720427345,-0.34753857673071,0.233871739950179,-0.0365201313925919,-0.125260048512192,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
133,3,0.137145942589342,0.682315391952362,p1,C1,1,0.046941335876196,0.0235047107100343,-0.212240300656487,0.11328732349847,0.321233221051562,0.0235033612494041,-0.471421937189168,0.20306993628691,-0.264077095429898,0.382636511324417,-0.36774834764235,-0.335628439364983,-0.419585142415758,-0.0662792515390366,0.37307001582497,-0.245845826576543,0.26939642627815,0.29285254907535,-0.0048954588972176,0.292853898535978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1
134,3,0.137145942589254,0.682315391951487,p2,C2,2,-0.0041896439,0.1961574488,0.3576141581,0.3176261166,-0.0381907496179002,0.481344554457721,0.3916111169179,0.0324268006094998,-0.29737183532349,0.391560351575185,-0.34920779737651,0.122211003492034,-0.279009117408739,-0.294898224057817,0.132429484708739,-0.0573558246594025,-0.141862400468312,-0.0573549305148452,-0.0047172322316874,-0.294899118202375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
135,3,0.137145942588882,0.682315391947786,p2,C2,0,0.453522886187982,0.189921530818559,-0.390968662607982,-0.258994092018559,0.40168633394578,-0.0794277036819565,-0.33913211036578,0.0103551424819564,0.142504778257341,-0.169210549845869,-0.0799505546773404,0.100137988645869,0.194341330499542,0.100138684654647,-0.131787106919542,-0.169211245854647,0.349849781703579,-0.348776938182472,-0.287295558123578,0.279704376982472,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1
136,1,0.137145942588853,0.682315391947496,p1,C1,0,-0.258286244660091,0.175672132948163,0.0160056405168763,0.175672776410046,-0.38032129400465,-0.151654150866719,-0.17297627755645,-0.331220524189888,0.36049715680794,-0.241437015797364,0.0862052716309869,-0.241437659259313,0.0678421732561365,0.445022014663879,0.223350656965067,-0.0038935969131578,0.0343687388916897,-0.510786897513127,0.482532206152495,0.0858892680174809,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
137,2,0.137145942588843,0.682315391947395,p1,C1,0,-0.344724904267943,0.183427421218451,-0.0855433593243048,0.0936445440371174,-0.43003485439652,-0.323465255520744,0.258947080651916,0.0356668623645436,0.396093550788419,0.273210298399782,-0.137379879332232,0.362993784741073,-0.155742969219509,-0.323465864680701,0.0516020557162027,-0.143899501158078,0.103438575724129,-0.413248741862033,0.310783600659841,-0.233682378339411,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1
138,3,0.13714594258883,0.682315391947261,p1,C1,0,0.0808089592585547,-0.356266204024961,0.0289728794035966,-0.0869168786135457,0.114282242661586,0.419976475785481,-0.0228632004513651,0.182432446797869,0.236318197774604,0.0926491460791555,-0.43755383719338,-0.176699602587542,-0.489389917048342,0.0926497228238738,0.373463640887554,0.330193175066767,-0.230208518822372,0.0028664221051643,0.288154277629565,-0.176700179332261,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0
139,1,0.137145942588825,0.682315391947217,p2,C2,0,0.178041919556681,0.394632003521584,0.296825272023319,-0.0542841553278071,-0.184811649202508,-0.23384994177111,0.159678840782507,-0.291827613819552,-0.0293031164920788,0.215065652831238,0.504170308072078,0.125282195362539,-0.236648152540836,0.0354993021408892,-0.288484655879164,0.304848546052888,-0.0476661952662492,-0.471393964509901,0.0225333868462487,-0.0542835910807609,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0
140,1,0.1371459425888,0.682315391946965,p3,C3,1,-0.243438192,-0.4340884433,0.168531817608605,0.0611392607824591,0.494659813067365,-0.208209564007155,0.0983328905906959,-0.35597028056493,-0.0388134804779386,-0.118426787332667,0.442823702785759,0.0611397555486122,-0.142485701041154,0.420271851778868,-0.0906495907595465,0.1509225322231,-0.349830999127697,0.24070580366374,-0.29799488884609,-0.0286435158920269,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1
141,3,0.137145942588796,0.682315391946924,p1,C1,0,-0.343576041734817,0.226139620634526,0.0009153761421406,-0.190970205664666,-0.465611209176168,-0.101186799547093,0.208260431955923,-0.370536533532272,-0.084394512230292,0.315922542384562,0.189897372946874,0.315923026752095,-0.0509210975486012,-0.460319455282308,0.260096905646666,-0.10118728391463,-0.258266153362385,-0.280753127414702,0.397242428760658,0.136356698884488,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
142,2,0.137133497566322,0.682191566991433,p1,C1,0,0.197785778488225,-0.333403252826205,0.402226217858302,-0.150574121205284,-0.247152145846111,0.263939154766665,0.0106902390316442,0.170452849996171,-0.076478888052137,-0.334533432720558,0.354266540256607,0.119467086656464,0.213638404671806,0.354937067972625,-0.387137342495929,0.0280863842974548,-0.129294957618174,-0.0653999204730391,-0.339177664894234,-0.241954823564293,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
143,3,0.137117949739324,0.682036885671733,p2,C2,0,0.0102091281116434,-0.334626668495718,0.228387719848022,0.108607812981775,-0.340550834162014,-0.244117208109423,-0.420852317877888,0.018098352595683,-0.113723229103216,-0.089992044212825,0.352320077063306,-0.136026811300905,-0.11151072229262,0.18423492998278,-0.149892429747306,0.455771618287928,0.104456094111791,0.353242807831733,-0.365859246151717,0.286763740438971,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0
144,4,0.137061808123678,0.681478493223532,p1,C1,0,0.293307002304441,0.289428336967371,0.0230663135595368,0.549167167741522,0.286044727813989,-0.0413195398118142,-0.20288244591972,0.136390355780151,-0.443916881249194,0.0058294199305237,-0.24057670811148,-0.178008908425816,-0.213289782958497,0.410316339068137,0.0154750663502133,-0.416019645294984,0.0312174923468014,-0.14234843195995,0.0711375229639105,0.128852873604859,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
145,2,0.136933801670216,0.68020617803871,p1,C1,0,-0.0112571493862455,0.364157447009313,-0.367928371905542,0.305041359458844,0.372218797725557,0.218554535556566,-0.255094996866492,-0.404994762464837,0.186283579158063,-0.292535672154501,-0.484816454314428,-0.22927970720528,0.309806411312629,-0.0481065943099301,-0.228654301794674,-0.132406512894992,-0.15595264842721,0.131635025043777,0.0363632043983428,-0.0633472226389612,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1
146,2,0.136933801668601,0.68020617802266,p1,C1,0,0.142332631090056,0.456132794135376,0.200826747225491,0.0428403251175432,0.347158402444641,0.274336568798704,0.412801861003868,-0.130566754600406,-0.131110450215422,0.440889912392458,-0.240777483213078,0.124428066783165,0.10930025331794,-0.512410122973089,-0.313479989567305,-0.139613236287919,-0.0484622602822844,-0.0705548021739397,0.163512853496093,-0.243961881891893,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1
147,2,0.136894350593642,0.67981429524451,p1,C1,0,-0.0519189614519678,-0.267196734630432,0.0461202755260182,-0.0115630887411805,-0.376250132081557,0.336550996755237,0.306561158042838,0.0728809732863888,-0.312808769214236,-0.0774536238379441,0.350041793922402,0.343195026197751,-0.359952681979553,-0.347152908944517,-0.117091070647033,0.424850678375273,0.430052842118284,-0.171475440302592,-0.170200833935197,0.156262506742017,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
148,5,0.136861780714667,0.679490851139208,p1,C1,0,0.213104618419993,0.0355448029040435,0.229507655046933,0.399529405153308,-0.0362096061191172,-0.23755482642081,-0.27399724853608,-0.101975974104744,0.236098122863838,-0.265359301199241,-0.299823635863228,0.170526476891915,0.45231568182965,-0.0975065226210338,-7.0457864404e-05,-0.508882211778394,-0.0409138407725725,0.44191811450261,-0.0261068867050123,0.168595334272348,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
149,5,0.136859864144969,0.679471820516485,p1,C1,0,0.0905807427327154,-0.356145063388109,0.31507333539935,-0.108910061544663,-0.419064314924418,0.145651144851925,-0.197583706228723,-0.0151867537506808,-0.44366747501628,-0.238202339334992,0.35945476593941,0.30648861596396,-0.144335860986723,0.441665366442793,0.0860278640940977,0.293830851453879,0.0738149509979286,0.0203837187045602,-0.174503052607359,-0.287931640198674,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
150,3,0.136790513702216,0.678783382996849,p1,C1,0,0.367321711213632,-0.11881926006221,-0.456338533381619,0.0903478243929159,-0.0146885007527757,-0.508391478249975,-0.05090675254877,0.447338600666706,0.212380017885033,0.338792878931234,0.05992650010733,-0.0878413526185078,-0.330224866231451,-0.256989296621514,0.190984098095191,-0.327988150567839,-0.203629618454284,-0.0144604905058236,-0.0083018684322872,0.177095372435016,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1
